2.700023711534692484e+04 1.471895697279985507e+04 8.465928762930778248e+03 5.475089321672032384e+03 4.286884817318096793e+03 4.286884817318096793e+03 5.475089321672029655e+03 8.465928762930770972e+03 1.471895697279984779e+04 2.700023711534692484e+04
3.859108589479322836e+04 2.103761114568483754e+04 1.210023937460397246e+04 7.825471768008987965e+03 6.127186724083774607e+03 6.127186724083774607e+03 7.825471768008985237e+03 1.210023937460396155e+04 2.103761114568482299e+04 3.859108589479322836e+04
8.437844407338887322e+03 4.599822991267249563e+03 2.645689374179658444e+03 1.711022005389234437e+03 1.339696085631233700e+03 1.339696085631233700e+03 1.711022005389233755e+03 2.645689374179656170e+03 4.599822991267247744e+03 8.437844407338887322e+03
-2.983137267914050244e+04 -1.626232166402229086e+04 -9.353625176049912625e+03 -6.049178773275918502e+03 -4.736384364267360979e+03 -4.736384364267360979e+03 -6.049178773275916683e+03 -9.353625176049901711e+03 -1.626232166402227995e+04 -2.983137267914050244e+04
-3.329070786698109441e+04 -1.814815017040897146e+04 -1.043830077664249438e+04 -6.750660819588803861e+03 -5.285630767251312136e+03 -5.285630767251312136e+03 -6.750660819588801132e+03 -1.043830077664248529e+04 -1.814815017040896055e+04 -3.329070786698109441e+04
6.219847122965887138e+03 3.390697880379617800e+03 1.950233402988718581e+03 1.261255634816553084e+03 9.875376967700399291e+02 9.875376967700399291e+02 1.261255634816552629e+03 1.950233402988716080e+03 3.390697880379615981e+03 6.219847122965887138e+03
5.307672790611076198e+04 2.893433405977295843e+04 1.664220817066176096e+04 1.076285392061956918e+04 8.427096919743762555e+03 8.427096919743762555e+03 1.076285392061956372e+04 1.664220817066174641e+04 2.893433405977293660e+04 5.307672790611076198e+04
6.204233899057646340e+04 3.382186120388707059e+04 1.945337470175417184e+04 1.258089213924760224e+04 9.850583950034466397e+03 9.850583950034466397e+03 1.258089213924759861e+04 1.945337470175415001e+04 3.382186120388704876e+04 6.204233899057646340e+04
2.223846873322462125e+04 1.212311317787026201e+04 6.972869601909649646e+03 4.509495649079614850e+03 3.530843546278820213e+03 3.530843546278820213e+03 4.509495649079613941e+03 6.972869601909644189e+03 1.212311317787025473e+04 2.223846873322462125e+04
-3.126304152046038507e+04 -1.704278871463196992e+04 -9.802530610289855758e+03 -6.339496728977764178e+03 -4.963698263395976028e+03 -4.963698263395976028e+03 -6.339496728977761450e+03 -9.802530610289848482e+03 -1.704278871463195537e+04 -3.126304152046038507e+04
-4.947156452388992329e+04 -2.696901333544226509e+04 -1.551181385184270766e+04 -1.003180636207137650e+04 -7.854702137525020589e+03 -7.854702137525020589e+03 -1.003180636207137104e+04 -1.551181385184269129e+04 -2.696901333544224690e+04 -4.947156452388992329e+04
-1.548471416585088264e+04 -8.441366112107656591e+03 -4.855236644350388815e+03 -3.139981457997660073e+03 -2.458542611130674686e+03 -2.458542611130674686e+03 -3.139981457997659163e+03 -4.855236644350384267e+03 -8.441366112107649315e+03 -1.548471416585088264e+04
3.860859067452940508e+04 2.104714692243529862e+04 1.210571989998513163e+04 7.829013709302301322e+03 6.129958831662825105e+03 6.129958831662825105e+03 7.829013709302299503e+03 1.210571989998511708e+04 2.104714692243528043e+04 3.860859067452940508e+04
5.976233936612124671e+04 3.257893625790367514e+04 1.873847816047320157e+04 1.211855323630214480e+04 9.488581560442889895e+03 9.488581560442889895e+03 1.211855323630213934e+04 1.873847816047318702e+04 3.257893625790364968e+04 5.976233936612124671e+04
2.229433533664656352e+04 1.215356700037796691e+04 6.990384923342508046e+03 4.520822668177449486e+03 3.539712136294117499e+03 3.539712136294117499e+03 4.520822668177448577e+03 6.990384923342502589e+03 1.215356700037795963e+04 2.229433533664656352e+04
-4.772406155496501742e+04 -2.601637684360256026e+04 -1.496388444393618920e+04 -9.677449334711032861e+03 -7.577247774531292634e+03 -7.577247774531292634e+03 -9.677449334711031042e+03 -1.496388444393617647e+04 -2.601637684360254570e+04 -4.772406155496501742e+04
-9.391665766822631122e+04 -5.119788432192373875e+04 -2.944757337959047072e+04 -1.904434513208131102e+04 -1.491133776369337465e+04 -1.491133776369337465e+04 -1.904434513208130738e+04 -2.944757337959044526e+04 -5.119788432192370965e+04 -9.391665766822631122e+04
-7.822793429216743971e+04 -4.264530737568558106e+04 -2.452837331047181942e+04 -1.586299832598181638e+04 -1.242040744683472076e+04 -1.242040744683472076e+04 -1.586299832598181092e+04 -2.452837331047179759e+04 -4.264530737568554468e+04 -7.822793429216743971e+04
-1.382430887526228798e+04 -7.536208513983937337e+03 -4.334614718962153347e+03 -2.803284136524054702e+03 -2.194915154718267786e+03 -2.194915154718267786e+03 -2.803284136524054247e+03 -4.334614718962149709e+03 -7.536208513983932789e+03 -1.382430887526228798e+04
4.641590107302380784e+04 2.530323921827239610e+04 1.455370490942604738e+04 9.412176160706781957e+03 7.369543411867993200e+03 7.369543411867993200e+03 9.412176160706776500e+03 1.455370490942603465e+04 2.530323921827237427e+04 4.641590107302380784e+04
