3.155455040642161000e-09 2.741860784507525576e-09 2.357902715914625279e-09 2.059788488365342705e-09 1.897079609389083223e-09 1.897079609389083223e-09 2.059788488365342705e-09 2.357902715914624452e-09 2.741860784507525576e-09 3.155455040642161000e-09
2.703023182519430576e-09 2.369679536971288163e-09 2.056665082860783568e-09 1.810782574955575252e-09 1.675371199364942368e-09 1.675371199364942368e-09 1.810782574955575045e-09 2.056665082860781913e-09 2.369679536971288163e-09 2.703023182519430576e-09
2.361184835839461803e-09 2.082661647784778919e-09 1.819295919973890391e-09 1.610871443551305206e-09 1.495405142424205576e-09 1.495405142424205576e-09 1.610871443551305206e-09 1.819295919973890185e-09 2.082661647784778919e-09 2.361184835839461803e-09
2.093133203975348521e-09 1.854343814182394174e-09 1.627529001631938794e-09 1.447137342112077449e-09 1.346791783662805929e-09 1.346791783662805929e-09 1.447137342112077449e-09 1.627529001631937967e-09 1.854343814182394174e-09 2.093133203975348521e-09
1.879126467442251351e-09 1.670149269133017857e-09 1.471058922097257540e-09 1.312180131704224367e-09 1.223547061905005752e-09 1.223547061905005752e-09 1.312180131704224367e-09 1.471058922097256919e-09 1.670149269133017857e-09 1.879126467442251351e-09
1.705822069202819705e-09 1.519768775691096619e-09 1.342170451849373260e-09 1.200117405815555528e-09 1.120711414463059845e-09 1.120711414463059845e-09 1.200117405815555114e-09 1.342170451849373260e-09 1.519768775691096413e-09 1.705822069202819705e-09
1.563954418054928428e-09 1.395886794435573016e-09 1.235260059223431044e-09 1.106586471068910698e-09 1.034558940319617859e-09 1.034558940319617859e-09 1.106586471068910491e-09 1.235260059223431044e-09 1.395886794435573223e-09 1.563954418054928428e-09
1.445330011089831193e-09 1.291802565822568643e-09 1.144956567966540005e-09 1.027200297486221095e-09 9.612180135637543743e-10 9.612180135637543743e-10 1.027200297486221095e-09 1.144956567966539798e-09 1.291802565822568643e-09 1.445330011089831193e-09
1.344636194031591872e-09 1.203080207128258302e-09 1.067622316189047268e-09 9.589261912803580270e-10 8.979786950839271022e-10 8.979786950839271022e-10 9.589261912803580270e-10 1.067622316189047061e-09 1.203080207128258302e-09 1.344636194031591872e-09
1.257652105609663817e-09 1.126156297667434865e-09 1.000310457657221033e-09 8.992947297051176409e-10 8.426297252216857794e-10 8.426297252216857794e-10 8.992947297051174341e-10 1.000310457657220620e-09 1.126156297667434865e-09 1.257652105609663817e-09
1.182815556789111641e-09 1.059819049402776087e-09 9.421025624899421803e-10 8.475929400605787093e-10 7.945614301995812647e-10 7.945614301995812647e-10 8.475929400605787093e-10 9.421025624899419735e-10 1.059819049402776087e-09 1.182815556789111641e-09
1.117252859031433092e-09 1.001542646452539012e-09 8.908162406913254321e-10 8.019178361663909729e-10 7.520275602544790395e-10 7.520275602544790395e-10 8.019178361663910763e-10 8.908162406913253287e-10 1.001542646452539012e-09 1.117252859031433092e-09
1.059422404176486392e-09 9.500312222961128965e-10 8.453815981330553467e-10 7.613730240744420329e-10 7.142253822615768518e-10 7.142253822615768518e-10 7.613730240744421363e-10 8.453815981330553467e-10 9.500312222961131033e-10 1.059422404176486392e-09
1.008707210617695576e-09 9.047885183287409835e-10 8.054036202920990081e-10 7.256344418017997942e-10 6.808664953788418410e-10 6.808664953788418410e-10 7.256344418017996908e-10 8.054036202920988013e-10 9.047885183287408801e-10 1.008707210617695576e-09
9.635549930583850735e-10 8.644341263364611922e-10 7.696786039987531483e-10 6.936464300702519301e-10 6.509798386775695739e-10 6.509798386775695739e-10 6.936464300702519301e-10 7.696786039987528381e-10 8.644341263364609854e-10 9.635549930583850735e-10
