-7.009435766361070819e+01 -5.820787583732562354e+01 -4.856474378527489222e+01 -4.083932754111246055e+01 -3.474669738428554666e+01 -3.004262784003463338e+01 -2.652359767939343627e+01 -2.402678991918892137e+01 -2.243009182204134078e+01 -2.165209489636417572e+01 -2.165209489636417572e+01 -2.243009182204134078e+01 -2.402678991918892137e+01 -2.652359767939342561e+01 -3.004262784003463338e+01 -3.474669738428554666e+01 -4.083932754111245345e+01 -4.856474378527487090e+01 -5.820787583732560222e+01 -7.009435766361070819e+01
-2.040254242427269205e+01 -1.694271401839761637e+01 -1.413586311979856625e+01 -1.188720662417714458e+01 -1.011380931527225080e+01 -8.744583864860091538e+00 -7.720290832754164612e+00 -6.993538666805266146e+00 -6.528783702901499453e+00 -6.302330164968267034e+00 -6.302330164968267034e+00 -6.528783702901499453e+00 -6.993538666805266146e+00 -7.720290832754161947e+00 -8.744583864860091538e+00 -1.011380931527225080e+01 -1.188720662417714102e+01 -1.413586311979856092e+01 -1.694271401839760927e+01 -2.040254242427269205e+01
1.432954253085187801e+01 1.189956310669666983e+01 9.928196573406950165e+00 8.348872868487260845e+00 7.103343187254073321e+00 6.141679982835799301e+00 5.422276966172774770e+00 4.911849106017267097e+00 4.585432628933483024e+00 4.426385019297557122e+00 4.426385019297557122e+00 4.585432628933483024e+00 4.911849106017267097e+00 5.422276966172772994e+00 6.141679982835799301e+00 7.103343187254073321e+00 8.348872868487257293e+00 9.928196573406946612e+00 1.189956310669666451e+01 1.432954253085187801e+01
3.139988577993184293e+01 2.607514661245459209e+01 2.175535176608014254e+01 1.829462831051642269e+01 1.556533743175785389e+01 1.345807443208539311e+01 1.188166873006648139e+01 1.076318386055507936e+01 1.004791747469166197e+01 9.699401339903207742e+00 9.699401339903207742e+00 1.004791747469166197e+01 1.076318386055507936e+01 1.188166873006647783e+01 1.345807443208539311e+01 1.556533743175785389e+01 1.829462831051641558e+01 2.175535176608013543e+01 2.607514661245458143e+01 3.139988577993184293e+01
3.361789655769670304e+01 2.791703089902694757e+01 2.329209635901975162e+01 1.958691590201656041e+01 1.666483462181612651e+01 1.440871974167453828e+01 1.272096061430518965e+01 1.152346872187879434e+01 1.075767767602339831e+01 1.038454321782436196e+01 1.038454321782436196e+01 1.075767767602339831e+01 1.152346872187879434e+01 1.272096061430518432e+01 1.440871974167453828e+01 1.666483462181612651e+01 1.958691590201655330e+01 2.329209635901974096e+01 2.791703089902693335e+01 3.361789655769670304e+01
2.585181485606922536e+01 2.146790810942561123e+01 1.791138126829782706e+01 1.506213580707807331e+01 1.281508551585952738e+01 1.108015650043634537e+01 9.782287182303647910e+00 8.861428298657534341e+00 8.272542902395082720e+00 7.985606362114345380e+00 7.985606362114345380e+00 8.272542902395082720e+00 8.861428298657534341e+00 9.782287182303644357e+00 1.108015650043634537e+01 1.281508551585952738e+01 1.506213580707806976e+01 1.791138126829781996e+01 2.146790810942560412e+01 2.585181485606922536e+01
1.297343195103197644e+01 1.077341945001800916e+01 8.988617910463517546e+00 7.558757287187273910e+00 6.431101290655703018e+00 5.560447386982887430e+00 4.909126797930555952e+00 4.447004500908094293e+00 4.151479228972541513e+00 4.007483470828592687e+00 4.007483470828592687e+00 4.151479228972541513e+00 4.447004500908094293e+00 4.909126797930555064e+00 5.560447386982887430e+00 6.431101290655703018e+00 7.558757287187271245e+00 8.988617910463513994e+00 1.077341945001800383e+01 1.297343195103197644e+01
-1.454608814325856203e-01 -1.207938728285328361e-01 -1.007822979341055636e-01 -8.475039616959489930e-02 -7.210687702775556152e-02 -6.234492007380590395e-02 -5.504217494542784639e-02 -4.986076135276693022e-02 -4.654726907843233924e-02 -4.493275797749685108e-02 -4.493275797749685108e-02 -4.654726907843233924e-02 -4.986076135276693022e-02 -5.504217494542782557e-02 -6.234492007380590395e-02 -7.210687702775556152e-02 -8.475039616959488542e-02 -1.007822979341055220e-01 -1.207938728285327945e-01 -1.454608814325856203e-01
-8.854129691954909731e+00 -7.352661454296310239e+00 -6.134567093046030983e+00 -5.158713406242649846e+00 -4.389108842169920699e+00 -3.794903499356778287e+00 -3.350389126577331567e+00 -3.034999122850868591e+00 -2.833308537441856512e+00 -2.735034069859939354e+00 -2.735034069859939354e+00 -2.833308537441856512e+00 -3.034999122850868591e+00 -3.350389126577330678e+00 -3.794903499356778287e+00 -4.389108842169920699e+00 -5.158713406242648070e+00 -6.134567093046028319e+00 -7.352661454296306687e+00 -8.854129691954909731e+00
-1.195283856480588547e+01 -9.925896552512595505e+00 -8.281501703637248468e+00 -6.964125294318343151e+00 -5.925179691177071106e+00 -5.123018351317311314e+00 -4.522935822325627520e+00 -4.097167742271268231e+00 -3.824890839706173384e+00 -3.692222933664970341e+00 -3.692222933664970341e+00 -3.824890839706173384e+00 -4.097167742271268231e+00 -4.522935822325625743e+00 -5.123018351317311314e+00 -5.925179691177071106e+00 -6.964125294318341375e+00 -8.281501703637244916e+00 -9.925896552512591953e+00 -1.195283856480588547e+01
