3.174916971435252708e+04 2.668262637705698216e+04 2.254853429804965708e+04 1.921648100724041797e+04 1.657235559330039905e+04 1.451834870366199902e+04 1.297295254451887922e+04 1.187096088082597271e+04 1.116346903629948065e+04 1.081787389341686867e+04 1.081787389341686867e+04 1.116346903629948065e+04 1.187096088082597271e+04 1.297295254451887558e+04 1.451834870366199902e+04 1.657235559330039905e+04 1.921648100724041433e+04 2.254853429804964981e+04 2.668262637705697125e+04 3.174916971435252708e+04
3.231754608547774114e+04 2.716030105292183362e+04 2.295220010140212253e+04 1.956049610555508116e+04 1.686903533068762772e+04 1.477825743277712536e+04 1.320519545847136578e+04 1.208347584508858563e+04 1.136331842061746647e+04 1.101153640371712754e+04 1.101153640371712754e+04 1.136331842061746647e+04 1.208347584508858563e+04 1.320519545847136033e+04 1.477825743277712536e+04 1.686903533068762772e+04 1.956049610555507752e+04 2.295220010140211525e+04 2.716030105292182270e+04 3.231754608547774114e+04
3.297504167877409054e+04 2.771287327507217196e+04 2.341915914535965203e+04 1.995845144405994870e+04 1.721223330629356860e+04 1.507891884787807976e+04 1.347385316532812067e+04 1.232931233585540031e+04 1.159450341736870723e+04 1.123556444847389685e+04 1.123556444847389685e+04 1.159450341736870723e+04 1.232931233585540031e+04 1.347385316532811521e+04 1.507891884787807976e+04 1.721223330629356860e+04 1.995845144405994142e+04 2.341915914535964112e+04 2.771287327507216105e+04 3.297504167877409054e+04
3.373810499400674598e+04 2.835416668606764142e+04 2.396109329639128555e+04 2.042030263060802827e+04 1.761053526864446030e+04 1.542785456472335682e+04 1.378564664736369559e+04 1.261462041938066068e+04 1.186280755788564420e+04 1.149556251428623727e+04 1.149556251428623727e+04 1.186280755788564420e+04 1.261462041938066068e+04 1.378564664736369195e+04 1.542785456472335682e+04 1.761053526864446030e+04 2.042030263060802463e+04 2.396109329639127463e+04 2.835416668606763415e+04 3.373810499400674598e+04
3.459247677509689674e+04 2.907219752678042278e+04 2.456787550778524746e+04 2.093741911750057261e+04 1.805649820539195935e+04 1.581854407100131903e+04 1.413474946394689869e+04 1.293406858392330469e+04 1.216321708070148998e+04 1.178667205412875774e+04 1.178667205412875774e+04 1.216321708070148998e+04 1.293406858392330469e+04 1.413474946394689505e+04 1.581854407100131903e+04 1.805649820539195935e+04 2.093741911750056533e+04 2.456787550778523655e+04 2.907219752678041186e+04 3.459247677509689674e+04
3.551242666329445638e+04 2.984534149789013463e+04 2.522123185672725594e+04 2.149422736518743113e+04 1.853669144547958786e+04 1.623922131663994151e+04 1.451064799453200794e+04 1.327803629184659803e+04 1.248668481810181765e+04 1.210012597964307679e+04 1.210012597964307679e+04 1.248668481810181765e+04 1.327803629184659803e+04 1.451064799453200430e+04 1.623922131663994151e+04 1.853669144547958786e+04 2.149422736518742749e+04 2.522123185672724867e+04 2.984534149789012736e+04 3.551242666329445638e+04
3.647220451330598007e+04 3.065195767107640859e+04 2.590287436782920850e+04 2.207514185812860887e+04 1.903767398971834336e+04 1.667811120352158832e+04 1.490282053364099920e+04 1.363689560735869782e+04 1.282415664513627962e+04 1.242715046061480462e+04 1.242715046061480462e+04 1.282415664513627962e+04 1.363689560735869782e+04 1.490282053364099374e+04 1.667811120352158832e+04 1.903767398971834336e+04 2.207514185812860524e+04 2.590287436782919758e+04 3.065195767107640131e+04 3.647220451330598007e+04
3.744606017983802303e+04 3.147040511801885805e+04 2.659451506570298807e+04 2.266457708078410360e+04 1.954600483891921976e+04 1.712343863352861081e+04 1.530074537579584103e+04 1.400101859466776659e+04 1.316657843685452644e+04 1.275897166682954958e+04 1.275897166682954958e+04 1.316657843685452644e+04 1.400101859466776659e+04 1.530074537579583557e+04 1.712343863352861081e+04 1.954600483891921976e+04 2.266457708078409996e+04 2.659451506570297715e+04 3.147040511801885077e+04 3.744606017983802303e+04
3.840913445498771762e+04 3.227979167169486027e+04 2.727849872638326269e+04 2.324748676577689912e+04 2.004870804325925928e+04 1.756383591887333387e+04 1.569426485932160722e+04 1.436111043796606828e+04 1.350520933482821420e+04 1.308711933658903763e+04 1.308711933658903763e+04 1.350520933482821420e+04 1.436111043796606828e+04 1.569426485932160176e+04 1.756383591887333387e+04 2.004870804325925928e+04 2.324748676577689184e+04 2.727849872638325178e+04 3.227979167169484936e+04 3.840913445498771762e+04
3.935047684507625672e+04 3.307091432194368099e+04 2.794704821476638608e+04 2.381724302470259863e+04 2.054006769026578331e+04 1.799429558732462465e+04 1.607890452910301792e+04 1.471307676618008190e+04 1.383619898649015886e+04 1.340786231532280544e+04 1.340786231532280544e+04 1.383619898649015886e+04 1.471307676618008190e+04 1.607890452910301246e+04 1.799429558732462465e+04 2.054006769026578331e+04 2.381724302470259136e+04 2.794704821476637517e+04 3.307091432194367371e+04 3.935047684507625672e+04
4.027014716154586495e+04 3.384382333547719463e+04 2.860020600945475235e+04 2.437388205899431341e+04 2.102011500017220897e+04 1.841484498962527869e+04 1.645468882455089260e+04 1.505693994270694020e+04 1.415956842241184859e+04 1.372122098254456614e+04 1.372122098254456614e+04 1.415956842241184859e+04 1.505693994270694020e+04 1.645468882455088533e+04 1.841484498962527869e+04 2.102011500017220897e+04 2.437388205899430977e+04 2.860020600945474143e+04 3.384382333547718736e+04 4.027014716154586495e+04
4.116850653009297821e+04 3.459882220942996355e+04 2.923822858503415773e+04 2.491762244334704519e+04 2.148903847250494800e+04 1.882564926233898586e+04 1.682176530437509064e+04 1.539283499183401545e+04 1.447544461963132017e+04 1.402731838437737861e+04 1.402731838437737861e+04 1.447544461963132017e+04 1.539283499183401545e+04 1.682176530437508700e+04 1.882564926233898586e+04 2.148903847250494800e+04 2.491762244334703792e+04 2.923822858503414682e+04 3.459882220942995627e+04 4.116850653009297821e+04
4.204591607641402516e+04 3.533621444093654281e+04 2.986137241609039484e+04 2.544868275245578116e+04 2.194702660679040855e+04 1.922687354202943243e+04 1.718028152728548594e+04 1.572089693784868177e+04 1.478395455518660128e+04 1.432627756694429627e+04 1.432627756694429627e+04 1.478395455518660128e+04 1.572089693784868177e+04 1.718028152728548230e+04 1.922687354202943243e+04 2.194702660679040855e+04 2.544868275245577752e+04 2.986137241609038392e+04 3.533621444093653554e+04 4.204591607641402516e+04
4.290272053825332114e+04 3.605628975437438203e+04 3.046988233834426137e+04 2.596727164205470399e+04 2.239425934841099661e+04 1.961867547133194967e+04 1.753037835574990095e+04 1.604125467761072468e+04 1.508521944387382791e+04 1.461821599251214320e+04 1.461821599251214320e+04 1.508521944387382791e+04 1.604125467761072468e+04 1.753037835574989731e+04 1.961867547133194967e+04 2.239425934841099661e+04 2.596727164205469671e+04 3.046988233834425046e+04 3.605628975437436748e+04 4.290272053825332114e+04
