5.305452938820367503e-01 4.428707126626210688e-01 3.715712946754996526e-01 3.143057894159180798e-01 2.690256026922165367e-01 2.339747966258294287e-01 2.076900896512854089e-01 1.890008565162073217e-01 1.770291282813123424e-01 1.711895923204120040e-01 1.711895923204120040e-01 1.770291282813123424e-01 1.890008565162072662e-01 2.076900896512853256e-01 2.339747966258294287e-01 2.690256026922165367e-01 3.143057894159179688e-01 3.715712946754994306e-01 4.428707126626209578e-01 5.305452938820367503e-01
5.005178000817681605e-01 4.178053737893030473e-01 3.505413187697910549e-01 2.965168932520904077e-01 2.537994481864521701e-01 2.207324272445202185e-01 1.959353668193309084e-01 1.783038960253133798e-01 1.670097366982895293e-01 1.615007033954739546e-01 1.615007033954739546e-01 1.670097366982895293e-01 1.783038960253133520e-01 1.959353668193308251e-01 2.207324272445202185e-01 2.537994481864521701e-01 2.965168932520902967e-01 3.505413187697908328e-01 4.178053737893028807e-01 5.005178000817681605e-01
3.886965830741040961e-01 3.244630283985308616e-01 2.722265078481697076e-01 2.302717370131641961e-01 1.970978420348901972e-01 1.714183596059555004e-01 1.521612369701999812e-01 1.384688319226954623e-01 1.296979128097457967e-01 1.254196585288869792e-01 1.254196585288869792e-01 1.296979128097457967e-01 1.384688319226954345e-01 1.521612369701999257e-01 1.714183596059555004e-01 1.970978420348901972e-01 2.302717370131640851e-01 2.722265078481695411e-01 3.244630283985307506e-01 3.886965830741040961e-01
2.737793290611354458e-01 2.285362776218653746e-01 1.917433646621968246e-01 1.621924256771436479e-01 1.388263167248431629e-01 1.207389144265559183e-01 1.071751159666656378e-01 9.753083909267927509e-02 9.135302211522711158e-02 8.833962390806265885e-02 8.833962390806265885e-02 9.135302211522711158e-02 9.753083909267926122e-02 1.071751159666655961e-01 1.207389144265559183e-01 1.388263167248431629e-01 1.621924256771435646e-01 1.917433646621966858e-01 2.285362776218652914e-01 2.737793290611354458e-01
2.109800476636117528e-01 1.761148108254685374e-01 1.477614265267562232e-01 1.249888580609360977e-01 1.069824483097869539e-01 9.304391974340484039e-02 8.259137442020311748e-02 7.515929398691245655e-02 7.039853967858089590e-02 6.807635231857377123e-02 6.807635231857377123e-02 7.039853967858089590e-02 7.515929398691244268e-02 8.259137442020308972e-02 9.304391974340484039e-02 1.069824483097869539e-01 1.249888580609360561e-01 1.477614265267561122e-01 1.761148108254684819e-01 2.109800476636117528e-01
1.892354354088230384e-01 1.579635765446272266e-01 1.325324275687048692e-01 1.121069088681042880e-01 9.595632578149293490e-02 8.345436859915715544e-02 7.407911256300220293e-02 6.741301786655229389e-02 6.314292965495058030e-02 6.106007802495920511e-02 6.106007802495920511e-02 6.314292965495058030e-02 6.741301786655228001e-02 7.407911256300217517e-02 8.345436859915715544e-02 9.595632578149293490e-02 1.121069088681042464e-01 1.325324275687047859e-01 1.579635765446271711e-01 1.892354354088230384e-01
1.858732199336245450e-01 1.551569796700585369e-01 1.301776752572551266e-01 1.101150642484182568e-01 9.425143450260151101e-02 8.197160418470794685e-02 7.276292176549005453e-02 6.621526602154986785e-02 6.202104603533889482e-02 5.997520119515815928e-02 5.997520119515815928e-02 6.202104603533889482e-02 6.621526602154985397e-02 7.276292176549002677e-02 8.197160418470794685e-02 9.425143450260151101e-02 1.101150642484182152e-01 1.301776752572550433e-01 1.551569796700584813e-01 1.858732199336245450e-01
1.790637764735173998e-01 1.494728220443309330e-01 1.254086314985629891e-01 1.060810118745828534e-01 9.079854433096386235e-02 7.896858414648308400e-02 7.009726072012140152e-02 6.378947757106351313e-02 5.974891233869795287e-02 5.777801678261708374e-02 5.777801678261708374e-02 5.974891233869795287e-02 6.378947757106349925e-02 7.009726072012137377e-02 7.896858414648308400e-02 9.079854433096386235e-02 1.060810118745828118e-01 1.254086314985629058e-01 1.494728220443309052e-01 1.790637764735173998e-01
1.598501089759688798e-01 1.334342844950865414e-01 1.119521982969972768e-01 9.469844567329885332e-02 8.105579750413945128e-02 7.049520025821741365e-02 6.257577599278142666e-02 5.694482235363037409e-02 5.333781257511344132e-02 5.157839548013011532e-02 5.157839548013011532e-02 5.333781257511344132e-02 5.694482235363036021e-02 6.257577599278139890e-02 7.049520025821741365e-02 8.105579750413945128e-02 9.469844567329882556e-02 1.119521982969972074e-01 1.334342844950864859e-01 1.598501089759688798e-01
1.293214435461654821e-01 1.079505944662727118e-01 9.057122315825748282e-02 7.661264527439404226e-02 6.557551201042248479e-02 5.703181010554851660e-02 5.062486184244360810e-02 4.606932504724491062e-02 4.315119308955528421e-02 4.172779488244333229e-02 4.172779488244333229e-02 4.315119308955528421e-02 4.606932504724489674e-02 5.062486184244358728e-02 5.703181010554851660e-02 6.557551201042248479e-02 7.661264527439401451e-02 9.057122315825742731e-02 1.079505944662726702e-01 1.293214435461654821e-01
8.883365016171353157e-02 7.415355938354141474e-02 6.221529958321980747e-02 5.262685554418075617e-02 4.504521395192732230e-02 3.917636339403356843e-02 3.477529436014452358e-02 3.164599924197620401e-02 2.964147233331564449e-02 2.866370983002086356e-02 2.866370983002086356e-02 2.964147233331564449e-02 3.164599924197619707e-02 3.477529436014450970e-02 3.917636339403356843e-02 4.504521395192732230e-02 5.262685554418073536e-02 6.221529958321977277e-02 7.415355938354138698e-02 8.883365016171353157e-02
4.037232689880801417e-02 3.370064986289153519e-02 2.827505577344356300e-02 2.391738504292289375e-02 2.047174803223101441e-02 1.780452505071204727e-02 1.580436635615275337e-02 1.438219215478254813e-02 1.347119260127348749e-02 1.302682779874028002e-02 1.302682779874028002e-02 1.347119260127348749e-02 1.438219215478254639e-02 1.580436635615274990e-02 1.780452505071204727e-02 2.047174803223101441e-02 2.391738504292288334e-02 2.827505577344354565e-02 3.370064986289152825e-02 4.037232689880801417e-02
-1.204459879188067573e-02 -1.005418408608401391e-02 -8.435523259850353367e-03 -7.135464540227910366e-03 -6.107500125883884995e-03 -5.311766187104442066e-03 -4.715042865794721524e-03 -4.290754275478834111e-03 -4.018968501299862231e-03 -3.886397600019862123e-03 -3.886397600019862123e-03 -4.018968501299862231e-03 -4.290754275478833243e-03 -4.715042865794719790e-03 -5.311766187104442066e-03 -6.107500125883884995e-03 -7.135464540227907763e-03 -8.435523259850348163e-03 -1.005418408608401044e-02 -1.204459879188067573e-02
-6.398998139159753351e-02 -5.341539919203527192e-02 -4.481585362478712753e-02 -3.790896243529366660e-02 -3.244764115081544276e-02 -2.822010308043289978e-02 -2.504985931504641675e-02 -2.279571872737629068e-02 -2.135178797196274347e-02 -2.064747148516593231e-02 -2.064747148516593231e-02 -2.135178797196274347e-02 -2.279571872737628374e-02 -2.504985931504640634e-02 -2.822010308043289978e-02 -3.244764115081544276e-02 -3.790896243529365273e-02 -4.481585362478709977e-02 -5.341539919203525805e-02 -6.398998139159753351e-02
-1.113090810975859990e-01 -9.291484184283413383e-02 -7.795613277415326670e-02 -6.594175654174386225e-02 -5.644191546453139474e-02 -4.908821153016625777e-02 -4.357364639502376430e-02 -3.965262138420417443e-02 -3.714093749153266066e-02 -3.591579537955937734e-02 -3.591579537955937734e-02 -3.714093749153266066e-02 -3.965262138420416749e-02 -4.357364639502375042e-02 -4.908821153016625777e-02 -5.644191546453139474e-02 -6.594175654174383450e-02 -7.795613277415322506e-02 -9.291484184283410608e-02 -1.113090810975859990e-01
