2.871067984000206707e+04 2.766731428169848732e+04 2.666396558535715303e+04 2.569947558475314872e+04 2.477271024212457996e+04 2.388255964817253334e+04 2.302793802206114924e+04 2.220778371141758544e+04 2.142105919233199893e+04 2.066675106935758959e+04 1.994387007551055285e+04 1.925145107227011613e+04 1.858855304957852786e+04 1.795425912584105754e+04 1.734767654792599205e+04 1.676793669116462115e+04 1.621419505935127381e+04 1.568563128474330733e+04 1.518144912806106913e+04 1.470087647848794040e+04 1.424316535367032702e+04 1.380759189971764499e+04 1.339345639120234046e+04 1.300008323115986059e+04 1.262682095108869726e+04 1.227304221095033790e+04 1.193814379916930375e+04 1.162154663263312796e+04 1.132269575669237020e+04 1.104106034516059844e+04 1.077613370031441264e+04 1.052743325289341919e+04 1.029450056210025650e+04 1.007690131560057853e+04 9.874225329523053006e+03 9.686086548459374171e+03 9.512123045464246388e+03 9.351997022055400521e+03 9.205394808213584838e+03 9.072026862382568652e+03 8.951627771469142317e+03 8.843956250843109956e+03 8.748795144337294914e+03 8.665951424247547038e+03 8.595256191332728122e+03 8.536564674814726459e+03 8.489756232378436835e+03 8.454734350171787810e+03 8.431426642805718075e+03 8.419784853354198276e+03 8.419784853354198276e+03 8.431426642805718075e+03 8.454734350171787810e+03 8.489756232378436835e+03 8.536564674814726459e+03 8.595256191332728122e+03 8.665951424247552495e+03 8.748795144337294914e+03 8.843956250843109956e+03 8.951627771469147774e+03 9.072026862382574109e+03 9.205394808213590295e+03 9.351997022055400521e+03 9.512123045464246388e+03 9.686086548459374171e+03 9.874225329523053006e+03 1.007690131560058217e+04 1.029450056210026196e+04 1.052743325289342283e+04 1.077613370031441264e+04 1.104106034516060390e+04 1.132269575669237020e+04 1.162154663263313341e+04 1.193814379916930739e+04 1.227304221095034154e+04 1.262682095108870271e+04 1.300008323115986605e+04 1.339345639120234046e+04 1.380759189971765045e+04 1.424316535367032702e+04 1.470087647848794404e+04 1.518144912806107095e+04 1.568563128474331643e+04 1.621419505935128473e+04 1.676793669116462115e+04 1.734767654792599205e+04 1.795425912584106118e+04 1.858855304957853150e+04 1.925145107227011977e+04 1.994387007551056377e+04 2.066675106935758959e+04 2.142105919233201348e+04 2.220778371141759635e+04 2.302793802206116015e+04 2.388255964817254426e+04 2.477271024212458724e+04 2.569947558475314872e+04 2.666396558535716395e+04 2.766731428169848732e+04 2.871067984000206707e+04
2.481123172169281315e+04 2.390957475007922767e+04 2.304249960099485907e+04 2.220900540888241812e+04 2.140811215955036459e+04 2.063886069017293266e+04 1.990031268929013459e+04 1.919155069680778615e+04 1.851167810399744485e+04 1.785981915349646806e+04 1.723511893930798033e+04 1.663674340680088062e+04 1.606387935270986054e+04 1.551573442513537702e+04 1.499153712354366871e+04 1.449053679876674323e+04 1.401200365300239537e+04 1.355522873981420526e+04 1.311952396413150746e+04 1.270422208224942733e+04 1.230867670182887014e+04 1.193226228189651010e+04 1.157437413284480863e+04 1.123442841643199245e+04 1.091186214578208092e+04 1.060613318538485692e+04 1.031672025109588685e+04 1.004312291013651520e+04 9.784861581093864515e+03 9.541477533920822680e+03 9.312532889936077481e+03 9.097610621824069312e+03 8.896314553635034827e+03 8.708269360784983292e+03 8.533120570055696589e+03 8.370534559594740131e+03 8.220198558915446483e+03 8.081820648896934472e+03 7.955129761784100083e+03 7.839875681187613736e+03 7.735829042083926652e+03 7.642781330815266301e+03 7.560544885089628224e+03 7.488952893980801491e+03 7.427859397928342332e+03 7.377139288737585957e+03 7.336688309579643828e+03 7.306423054991407298e+03 7.286280970875544881e+03 7.276220354500505891e+03 7.276220354500505891e+03 7.286280970875544881e+03 7.306423054991407298e+03 7.336688309579643828e+03 7.377139288737585957e+03 7.427859397928342332e+03 7.488952893980806039e+03 7.560544885089628224e+03 7.642781330815266301e+03 7.735829042083932109e+03 7.839875681187619193e+03 7.955129761784104630e+03 8.081820648896934472e+03 8.220198558915446483e+03 8.370534559594740131e+03 8.533120570055696589e+03 8.708269360784986930e+03 8.896314553635038465e+03 9.097610621824072950e+03 9.312532889936077481e+03 9.541477533920828137e+03 9.784861581093864515e+03 1.004312291013652066e+04 1.031672025109589049e+04 1.060613318538486055e+04 1.091186214578208455e+04 1.123442841643199608e+04 1.157437413284480863e+04 1.193226228189651374e+04 1.230867670182887014e+04 1.270422208224942915e+04 1.311952396413150927e+04 1.355522873981421253e+04 1.401200365300240446e+04 1.449053679876674323e+04 1.499153712354367235e+04 1.551573442513538066e+04 1.606387935270986418e+04 1.663674340680088790e+04 1.723511893930799124e+04 1.785981915349646806e+04 1.851167810399745576e+04 1.919155069680779343e+04 1.990031268929014550e+04 2.063886069017293994e+04 2.140811215955037187e+04 2.220900540888241812e+04 2.304249960099486998e+04 2.390957475007922767e+04 2.481123172169281315e+04
2.176605076686337270e+04 2.097505773441030396e+04 2.021440216013846293e+04 1.948320601869323582e+04 1.878060957691488147e+04 1.810577139383853137e+04 1.745786832069421871e+04 1.683609550090687844e+04 1.623966637009630722e+04 1.566781265607720889e+04 1.511978437885916355e+04 1.459484985064663852e+04 1.409229567583900462e+04 1.361142675103050897e+04 1.315156626501029132e+04 1.271205569876236950e+04 1.229225482546566127e+04 1.189154171049397883e+04 1.150931271141600155e+04 1.114498247799530691e+04 1.079798395219036865e+04 1.046776836815453498e+04 1.015380525223605764e+04 9.855582422978053728e+03 9.572605991118558450e+03 9.304400359590472362e+03 9.050508223521588661e+03 8.810490570234596817e+03 8.583926679247066204e+03 8.370414122271453380e+03 8.169568763215112995e+03 7.981024758180274148e+03 7.804434555464067671e+03 7.639468895558507938e+03 7.485816811150491958e+03 7.343185627121813013e+03 7.211300960549142474e+03 7.089906720704048894e+03 6.978765109052986190e+03 6.877656619257296370e+03 6.786380037173210440e+03 6.704752440851848405e+03 6.632609200539210178e+03 6.569803978676196493e+03 6.516208729898588899e+03 6.471713701037057945e+03 6.436227431117161359e+03 6.409676751359346781e+03 6.392006785178949031e+03 6.383180948186198293e+03 6.383180948186198293e+03 6.392006785178949031e+03 6.409676751359346781e+03 6.436227431117161359e+03 6.471713701037057945e+03 6.516208729898588899e+03 6.569803978676200131e+03 6.632609200539210178e+03 6.704752440851848405e+03 6.786380037173214987e+03 6.877656619257300008e+03 6.978765109052989828e+03 7.089906720704048894e+03 7.211300960549142474e+03 7.343185627121813013e+03 7.485816811150491958e+03 7.639468895558510667e+03 7.804434555464072218e+03 7.981024758180277786e+03 8.169568763215112995e+03 8.370414122271457018e+03 8.583926679247066204e+03 8.810490570234600455e+03 9.050508223521592299e+03 9.304400359590474181e+03 9.572605991118563907e+03 9.855582422978059185e+03 1.015380525223605764e+04 1.046776836815453862e+04 1.079798395219036865e+04 1.114498247799531055e+04 1.150931271141600337e+04 1.189154171049398610e+04 1.229225482546567036e+04 1.271205569876236950e+04 1.315156626501029314e+04 1.361142675103051261e+04 1.409229567583900644e+04 1.459484985064664215e+04 1.511978437885917083e+04 1.566781265607720889e+04 1.623966637009631631e+04 1.683609550090688572e+04 1.745786832069422599e+04 1.810577139383853864e+04 1.878060957691488511e+04 1.948320601869323582e+04 2.021440216013847021e+04 2.097505773441030396e+04 2.176605076686337270e+04
1.954910938200745659e+04 1.883868150156843694e+04 1.815550111286364699e+04 1.749877962020885388e+04 1.686774485699656361e+04 1.626164108569603013e+04 1.567972899785327354e+04 1.512128571409107280e+04 1.458560478410894939e+04 1.407199618668319090e+04 1.357978632966682926e+04 1.310831804998965526e+04 1.265695061365822221e+04 1.222505971575583317e+04 1.181203748044254826e+04 1.141729246095517374e+04 1.104024963960728201e+04 1.068035042778920797e+04 1.033705266596801630e+04 1.000983062368754508e+04 9.698174999568385829e+03 9.401592921307883444e+03 9.119607945680138073e+03 8.851760058535999633e+03 8.597605674803086004e+03 8.356717638485759380e+03 8.128685222665139918e+03 7.913114129499103910e+03 7.709626490222283792e+03 7.517860865146060860e+03 7.337472243658582556e+03 7.168132044224738820e+03 7.009528114386184825e+03 6.861364730761330975e+03 6.723362599045333809e+03 6.595258854010116011e+03 6.476807059504342760e+03 6.367777208453446292e+03 6.267955722859606794e+03 6.177145453801764234e+03 6.095165681435611987e+03 6.021852114993598661e+03 5.957056892784923548e+03 5.900648582195550262e+03 5.852512179688191281e+03 5.812549110802315226e+03 5.780677230154144127e+03 5.756830821436657970e+03 5.740960597419591977e+03 5.733033699949439324e+03 5.733033699949439324e+03 5.740960597419591977e+03 5.756830821436657970e+03 5.780677230154144127e+03 5.812549110802315226e+03 5.852512179688191281e+03 5.900648582195553900e+03 5.957056892784923548e+03 6.021852114993598661e+03 6.095165681435615625e+03 6.177145453801767871e+03 6.267955722859610432e+03 6.367777208453446292e+03 6.476807059504342760e+03 6.595258854010116011e+03 6.723362599045333809e+03 6.861364730761333703e+03 7.009528114386188463e+03 7.168132044224741549e+03 7.337472243658582556e+03 7.517860865146064498e+03 7.709626490222283792e+03 7.913114129499107548e+03 8.128685222665142646e+03 8.356717638485761199e+03 8.597605674803089642e+03 8.851760058536003271e+03 9.119607945680138073e+03 9.401592921307887082e+03 9.698174999568385829e+03 1.000983062368754690e+04 1.033705266596801812e+04 1.068035042778921343e+04 1.104024963960728928e+04 1.141729246095517374e+04 1.181203748044255008e+04 1.222505971575583681e+04 1.265695061365822403e+04 1.310831804998965890e+04 1.357978632966683654e+04 1.407199618668319090e+04 1.458560478410895848e+04 1.512128571409108008e+04 1.567972899785328082e+04 1.626164108569603741e+04 1.686774485699656725e+04 1.749877962020885388e+04 1.815550111286365427e+04 1.883868150156843694e+04 1.954910938200745659e+04
1.798081390208208541e+04 1.732737894198197682e+04 1.669900558794269091e+04 1.609496850808515228e+04 1.551455748161109295e+04 1.495707739880305053e+04 1.442184826102438456e+04 1.390820518071928018e+04 1.341549838141271539e+04 1.294309319771049923e+04 1.249037007529924085e+04 1.205672457094636957e+04 1.164156735250013662e+04 1.124432419888959885e+04 1.086443600012463321e+04 1.050135875729591680e+04 1.015456358257495776e+04 9.823536699214078908e+03 9.507779441546401358e+03 9.206808254985871827e+03 8.920154696027248065e+03 8.647365432246104319e+03 8.388002242298831334e+03 8.141642015922621795e+03 7.907876753935500346e+03 7.686313568236292667e+03 7.476574681804642751e+03 7.278297428701010176e+03 7.091134254066668291e+03 6.914752714123699661e+03 6.748835476175011536e+03 6.593080318604311287e+03 6.447200130876134608e+03 6.310922913535825501e+03 6.183991778209539007e+03 6.066164947604252120e+03 5.957215755507743779e+03 5.856932646788620332e+03 5.765119177396292798e+03 5.681594014360994152e+03 5.606190935793765675e+03 5.538758830886468786e+03 5.479161699911767755e+03 5.427278654223156082e+03 5.383003916254931028e+03 5.346246819522208170e+03 5.316931808620914126e+03 5.294998439227792915e+03 5.280401378100401416e+03 5.273110403077116644e+03 5.273110403077116644e+03 5.280401378100401416e+03 5.294998439227792915e+03 5.316931808620914126e+03 5.346246819522208170e+03 5.383003916254931028e+03 5.427278654223159720e+03 5.479161699911767755e+03 5.538758830886468786e+03 5.606190935793769313e+03 5.681594014360996880e+03 5.765119177396296436e+03 5.856932646788620332e+03 5.957215755507743779e+03 6.066164947604252120e+03 6.183991778209539007e+03 6.310922913535828229e+03 6.447200130876137337e+03 6.593080318604314016e+03 6.748835476175011536e+03 6.914752714123703299e+03 7.091134254066668291e+03 7.278297428701012905e+03 7.476574681804645479e+03 7.686313568236294486e+03 7.907876753935503984e+03 8.141642015922624523e+03 8.388002242298831334e+03 8.647365432246107957e+03 8.920154696027248065e+03 9.206808254985873646e+03 9.507779441546403177e+03 9.823536699214084365e+03 1.015456358257496504e+04 1.050135875729591680e+04 1.086443600012463503e+04 1.124432419888960248e+04 1.164156735250013844e+04 1.205672457094637321e+04 1.249037007529924813e+04 1.294309319771049923e+04 1.341549838141272267e+04 1.390820518071928745e+04 1.442184826102439183e+04 1.495707739880305780e+04 1.551455748161109659e+04 1.609496850808515228e+04 1.669900558794269818e+04 1.732737894198197682e+04 1.798081390208208541e+04
1.682291915755280570e+04 1.621156287700034954e+04 1.562365433218530416e+04 1.505851489979114376e+04 1.451548009448710400e+04 1.399389956892816008e+04 1.349313711375506318e+04 1.301257065759433317e+04 1.255159226705823130e+04 1.210960814674480025e+04 1.168603863923782410e+04 1.128031822510685924e+04 1.089189552290722713e+04 1.052023328917999788e+04 1.016480841845201940e+04 9.825111943235879153e+03 9.500649034029942413e+03 9.190938999318339484e+03 8.895515285570942069e+03 8.613925477243397836e+03 8.345731296777112220e+03 8.090508604599249338e+03 7.847847399122741081e+03 7.617351816746268014e+03 7.398640131854289393e+03 7.191344756817010420e+03 6.995112241990402254e+03 6.809603275716200187e+03 6.634492684321899105e+03 6.469469432120748934e+03 6.314236621411772830e+03 6.168511492479740809e+03 6.032025423595196116e+03 5.904523931014440677e+03 5.785766668979531460e+03 5.675527429718293206e+03 5.573594143444304791e+03 5.479768878356913774e+03 5.393867840641222756e+03 5.315721374468101203e+03 5.245173961994175443e+03 5.182084223361836848e+03 5.126324916699229107e+03 5.077782938120269137e+03 5.036359321724627080e+03 5.001969239597736305e+03 4.974542001810788861e+03 4.954021056420741843e+03 4.940363989470311935e+03 4.933542524987979959e+03 4.933542524987979959e+03 4.940363989470311935e+03 4.954021056420741843e+03 4.974542001810788861e+03 5.001969239597736305e+03 5.036359321724627080e+03 5.077782938120271865e+03 5.126324916699229107e+03 5.182084223361836848e+03 5.245173961994179081e+03 5.315721374468103932e+03 5.393867840641226394e+03 5.479768878356913774e+03 5.573594143444304791e+03 5.675527429718293206e+03 5.785766668979531460e+03 5.904523931014442496e+03 6.032025423595199754e+03 6.168511492479743538e+03 6.314236621411772830e+03 6.469469432120752572e+03 6.634492684321899105e+03 6.809603275716202916e+03 6.995112241990404982e+03 7.191344756817011330e+03 7.398640131854292122e+03 7.617351816746271652e+03 7.847847399122741081e+03 8.090508604599252067e+03 8.345731296777112220e+03 8.613925477243399655e+03 8.895515285570943888e+03 9.190938999318344941e+03 9.500649034029949689e+03 9.825111943235879153e+03 1.016480841845202121e+04 1.052023328918000152e+04 1.089189552290722713e+04 1.128031822510686288e+04 1.168603863923783138e+04 1.210960814674480025e+04 1.255159226705823858e+04 1.301257065759433863e+04 1.349313711375506864e+04 1.399389956892816554e+04 1.451548009448710764e+04 1.505851489979114376e+04 1.562365433218530961e+04 1.621156287700034954e+04 1.682291915755280570e+04
1.583344379820245740e+04 1.525804572262771217e+04 1.470471625491563282e+04 1.417281668640682255e+04 1.366172161487227640e+04 1.317081894451338303e+04 1.269950988596194838e+04 1.224720895628018661e+04 1.181334397896070186e+04 1.139735608392651557e+04 1.099869970753104280e+04 1.061684259255810684e+04 1.025126578822193915e+04 9.901463650167173910e+03 9.566943840468851704e+03 9.247227327632404922e+03 8.941848386593685063e+03 8.650354598718951820e+03 8.372306851804847611e+03 8.107279340078437599e+03 7.854859564197185136e+03 7.614648331248958129e+03 7.386259754752031768e+03 7.169321254655077610e+03 6.963473557337184502e+03 6.768370695607834023e+03 6.583680008706917761e+03 6.409082142304729132e+03 6.244271048501970654e+03 6.088953985829740304e+03 5.942851519249551529e+03 5.805697520153310506e+03 5.677239166363337972e+03 5.557236942132356489e+03 5.445464638143488628e+03 5.341709351510266970e+03 5.245771485776621375e+03 5.157464750916892626e+03 5.076616163335824240e+03 5.003066045868562469e+03 4.936668027780659941e+03 4.877289044768074746e+03 4.824809338957163163e+03 4.779122458904692394e+03 4.740135259597833283e+03 4.707767902454157593e+03 4.681953855321642550e+03 4.662639892478670845e+03 4.649786094634029723e+03 4.643365848926913714e+03 4.643365848926913714e+03 4.649786094634029723e+03 4.662639892478670845e+03 4.681953855321642550e+03 4.707767902454157593e+03 4.740135259597833283e+03 4.779122458904696032e+03 4.824809338957163163e+03 4.877289044768074746e+03 4.936668027780663579e+03 5.003066045868565197e+03 5.076616163335826968e+03 5.157464750916892626e+03 5.245771485776621375e+03 5.341709351510266970e+03 5.445464638143488628e+03 5.557236942132358308e+03 5.677239166363340701e+03 5.805697520153312325e+03 5.942851519249551529e+03 6.088953985829743033e+03 6.244271048501970654e+03 6.409082142304731860e+03 6.583680008706919580e+03 6.768370695607835842e+03 6.963473557337187231e+03 7.169321254655080338e+03 7.386259754752031768e+03 7.614648331248960858e+03 7.854859564197185136e+03 8.107279340078439418e+03 8.372306851804849430e+03 8.650354598718955458e+03 8.941848386593692339e+03 9.247227327632404922e+03 9.566943840468853523e+03 9.901463650167177548e+03 1.025126578822194097e+04 1.061684259255810866e+04 1.099869970753104826e+04 1.139735608392651557e+04 1.181334397896070914e+04 1.224720895628019207e+04 1.269950988596195384e+04 1.317081894451338849e+04 1.366172161487227822e+04 1.417281668640682255e+04 1.470471625491563827e+04 1.525804572262771217e+04 1.583344379820245740e+04
1.483562201962299332e+04 1.429648546355585859e+04 1.377802675426182941e+04 1.327964743442661347e+04 1.280076151459661924e+04 1.234079547317896322e+04 1.189918825644148637e+04 1.147539127851275043e+04 1.106886842138201428e+04 1.067909603489927031e+04 1.030556293677520807e+04 9.947770412581237906e+03 9.605232215749492752e+03 9.277474567572813612e+03 8.964036157204756819e+03 8.664468141659588582e+03 8.378334145812297720e+03 8.105210262398592022e+03 7.844685052014876419e+03 7.596359543118283909e+03 7.359847232026659185e+03 7.134774082918561362e+03 6.920778527833266708e+03 6.717511466670757727e+03 6.524636267191745901e+03 6.341828765017645310e+03 6.168777263630586276e+03 6.005182534373419912e+03 5.850757816449708116e+03 5.705228816923723571e+03 5.568333710720463387e+03 5.439823140625627275e+03 5.319460217285640283e+03 5.207020519207639154e+03 5.102292092759471416e+03 5.005075452169704477e+03 4.915183579527614711e+03 4.832441924783197464e+03 4.756688405747162506e+03 4.687773408090933117e+03 4.625559785346647914e+03 4.569922858907161753e+03 4.520750418026038460e+03 4.477942719817563557e+03 4.441412489256733352e+03 4.411084919179260396e+03 4.386897670281568935e+03 4.368800871120801276e+03 4.356757118114814148e+03 4.350741475542179614e+03 4.350741475542179614e+03 4.356757118114814148e+03 4.368800871120801276e+03 4.386897670281568935e+03 4.411084919179260396e+03 4.441412489256733352e+03 4.477942719817566285e+03 4.520750418026038460e+03 4.569922858907161753e+03 4.625559785346650642e+03 4.687773408090935845e+03 4.756688405747165234e+03 4.832441924783197464e+03 4.915183579527614711e+03 5.005075452169704477e+03 5.102292092759471416e+03 5.207020519207640973e+03 5.319460217285643012e+03 5.439823140625629094e+03 5.568333710720463387e+03 5.705228816923727209e+03 5.850757816449708116e+03 6.005182534373422641e+03 6.168777263630589005e+03 6.341828765017646219e+03 6.524636267191748630e+03 6.717511466670761365e+03 6.920778527833266708e+03 7.134774082918564091e+03 7.359847232026659185e+03 7.596359543118284819e+03 7.844685052014877328e+03 8.105210262398595660e+03 8.378334145812303177e+03 8.664468141659588582e+03 8.964036157204758638e+03 9.277474567572815431e+03 9.605232215749494571e+03 9.947770412581241544e+03 1.030556293677521353e+04 1.067909603489927031e+04 1.106886842138202155e+04 1.147539127851275589e+04 1.189918825644149183e+04 1.234079547317896868e+04 1.280076151459662105e+04 1.327964743442661347e+04 1.377802675426183669e+04 1.429648546355585859e+04 1.483562201962299332e+04
1.373505550598312584e+04 1.323591428271038239e+04 1.275591693980862510e+04 1.229450941595039694e+04 1.185114919275256398e+04 1.142530529477629352e+04 1.101645828952709235e+04 1.062410028745479212e+04 1.024773494195353305e+04 9.886877449361791150e+03 9.541054548962349145e+03 9.209804522982321942e+03 8.892677196593149347e+03 8.589233937910585155e+03 8.299047657994715337e+03 8.021702810849933485e+03 7.756795393424967187e+03 7.503932945612869844e+03 7.262734550251001565e+03 7.032830833121055548e+03 6.813863962949044435e+03 6.605487651405303950e+03 6.407367153104492900e+03 6.219179265605585897e+03 6.040612329411890641e+03 5.871366227971027911e+03 5.711152387674942474e+03 5.559693777859904912e+03 5.416724910806505250e+03 5.281991841739652045e+03 5.155252168828585127e+03 5.036275033186856490e+03 4.924841118872346669e+03 4.820742652887260192e+03 4.723783405178116482e+03 4.633778688635763501e+03 4.550555359095365020e+03 4.473951815336413347e+03 4.403817999082719325e+03 4.340015395002417790e+03 4.282417030707965750e+03 4.230907476756141477e+03 4.185382846648041777e+03 4.145750796829093815e+03 4.111930526689041471e+03 4.083852778561951709e+03 4.061459837726211845e+03 4.044705532404534097e+03 4.033555233763951492e+03 4.027985855915824231e+03 4.027985855915824231e+03 4.033555233763951492e+03 4.044705532404534097e+03 4.061459837726211845e+03 4.083852778561951709e+03 4.111930526689041471e+03 4.145750796829096544e+03 4.185382846648041777e+03 4.230907476756141477e+03 4.282417030707967569e+03 4.340015395002420519e+03 4.403817999082722054e+03 4.473951815336413347e+03 4.550555359095365020e+03 4.633778688635763501e+03 4.723783405178116482e+03 4.820742652887262011e+03 4.924841118872349398e+03 5.036275033186858309e+03 5.155252168828585127e+03 5.281991841739654774e+03 5.416724910806505250e+03 5.559693777859907641e+03 5.711152387674944293e+03 5.871366227971028820e+03 6.040612329411893370e+03 6.219179265605588625e+03 6.407367153104492900e+03 6.605487651405306678e+03 6.813863962949044435e+03 7.032830833121056457e+03 7.262734550251002474e+03 7.503932945612873482e+03 7.756795393424972644e+03 8.021702810849933485e+03 8.299047657994715337e+03 8.589233937910586974e+03 8.892677196593149347e+03 9.209804522982323761e+03 9.541054548962354602e+03 9.886877449361791150e+03 1.024773494195354033e+04 1.062410028745479758e+04 1.101645828952709780e+04 1.142530529477629898e+04 1.185114919275256580e+04 1.229450941595039694e+04 1.275591693980862874e+04 1.323591428271038239e+04 1.373505550598312584e+04
1.252606545846199333e+04 1.207085975266723835e+04 1.163311284043552951e+04 1.121231943014626268e+04 1.080798475708758997e+04 1.041962458345641971e+04 1.004676519835842919e+04 9.688943417808062804e+03 9.345706584728515736e+03 9.016612568951759386e+03 8.701229767218515917e+03 8.399137103178272810e+03 8.109924027389286493e+03 7.833190517318571437e+03 7.568547077341909244e+03 7.315614738743835005e+03 7.074025059717654585e+03 6.843420125365440072e+03 6.623452547698013404e+03 6.413785465634969114e+03 6.214092545004661588e+03 6.024057978544208709e+03 5.843376485899491854e+03 5.671753313625149531e+03 5.508904235184593745e+03 5.354555550949989993e+03 5.208444088202269086e+03 5.070317201131125330e+03 4.939932770835017436e+03 4.817059205321160334e+03 4.701475439505540635e+03 4.592970935212899349e+03 4.491345681176747348e+03 4.396410193039355363e+03 4.307985513351755799e+03 4.225903211573745466e+03 4.150005384073880123e+03 4.080144654129483115e+03 4.016184171926638555e+03 3.957997614560193597e+03 3.905469186033758888e+03 3.858493617259706753e+03 3.816976166059169827e+03 3.780832617162049246e+03 3.749989282207004635e+03 3.724382999741460026e+03 3.703961135221600216e+03 3.688681581012374409e+03 3.678512756387494392e+03 3.673433607529438177e+03 3.673433607529438177e+03 3.678512756387494392e+03 3.688681581012374409e+03 3.703961135221600216e+03 3.724382999741460026e+03 3.749989282207004635e+03 3.780832617162051520e+03 3.816976166059169827e+03 3.858493617259706753e+03 3.905469186033761162e+03 3.957997614560195871e+03 4.016184171926640829e+03 4.080144654129483115e+03 4.150005384073880123e+03 4.225903211573745466e+03 4.307985513351755799e+03 4.396410193039357182e+03 4.491345681176749167e+03 4.592970935212901168e+03 4.701475439505540635e+03 4.817059205321162153e+03 4.939932770835017436e+03 5.070317201131127149e+03 5.208444088202270905e+03 5.354555550949990902e+03 5.508904235184596473e+03 5.671753313625152259e+03 5.843376485899491854e+03 6.024057978544210528e+03 6.214092545004661588e+03 6.413785465634970024e+03 6.623452547698014314e+03 6.843420125365443710e+03 7.074025059717659133e+03 7.315614738743835005e+03 7.568547077341911063e+03 7.833190517318574166e+03 8.109924027389287403e+03 8.399137103178274629e+03 8.701229767218519555e+03 9.016612568951759386e+03 9.345706584728523012e+03 9.688943417808068261e+03 1.004676519835843465e+04 1.041962458345642517e+04 1.080798475708759361e+04 1.121231943014626268e+04 1.163311284043553314e+04 1.207085975266723835e+04 1.252606545846199333e+04
