1.678278833956173912e+05 1.782879089943428989e+05 -7.330647268125585979e+05 1.067807678225080308e+05 -1.121104018404717790e+05 -3.793202082677226281e+04 -3.085618164601364406e+05 -1.990101867244366804e+04 -3.068972562128925347e+04 -3.775489661161023832e+04 -4.023632249030801177e+04 -3.555015599409785500e+04 -2.244512129584318609e+04 -1.028577092588036976e+04 -3.577551354024512420e+03
1.782879089943428989e+05 2.129660241286363162e+05 -7.774989331245353678e+05 1.186800289560066631e+03 -1.937744060542815132e+05 -6.323707201361675106e+04 -5.465557968416684307e+05 -4.941365154613122286e+04 -6.294820526016516669e+04 -6.833507668297986675e+04 -6.692758375884317502e+04 -5.421960706035422481e+04 -3.155015872909237078e+04 -1.370516312097405898e+04 -4.615343011732647028e+03
-7.330647268125585979e+05 -7.774989331245353678e+05 6.836273084179562517e+06 2.800284815753343049e+06 1.629314834374319063e+06 5.321070643350436585e+05 4.655689679303867742e+06 3.413849662429543096e+05 4.993490625980101177e+05 5.833438668936152244e+05 5.956790682733643334e+05 4.714714251297512674e+05 2.524691169869349978e+05 1.019911665885343682e+05 3.299813422844084562e+04
1.067807678225080308e+05 1.186800289560066631e+03 2.800284815753343049e+06 3.729346239700114820e+06 1.335412124650168233e+06 4.248103823482677690e+05 3.891074313595089130e+06 3.395564589839624241e+05 4.522206686768736690e+05 4.948301357673064340e+05 4.815015031972029246e+05 3.540385552458872553e+05 1.692361732230332273e+05 6.126395004855490697e+04 1.830392980951110076e+04
-1.121104018404717790e+05 -1.937744060542815132e+05 1.629314834374319063e+06 1.335412124650168233e+06 7.031990370868681930e+05 2.205909573457875231e+05 2.021657472350947093e+06 2.199714573477129743e+05 2.709252776916974690e+05 2.732274547935141600e+05 2.458775002062758431e+05 1.711908063785081322e+05 8.030168626306552324e+04 2.886983943044995249e+04 8.485566342230988084e+03
-3.793202082677226281e+04 -6.323707201361675106e+04 5.321070643350436585e+05 4.248103823482677690e+05 2.205909573457875231e+05 7.217377473019280296e+04 6.199116352228911128e+05 4.561403291669793543e+04 7.026808079917820578e+04 8.320650735224141681e+04 8.455975326966757711e+04 6.472402158487218549e+04 3.273298262075647290e+04 1.251992032898995603e+04 3.878370033137838618e+03
-3.085618164601364406e+05 -5.465557968416684307e+05 4.655689679303867742e+06 3.891074313595089130e+06 2.021657472350947093e+06 6.199116352228911128e+05 5.927817208012285642e+06 7.672326511822561733e+05 8.258179371846858412e+05 7.680409923376239603e+05 6.564903822519923560e+05 4.427543090258672019e+05 2.037052078747682681e+05 7.223384728758687561e+04 2.100104169695870587e+04
-1.990101867244366804e+04 -4.941365154613122286e+04 3.413849662429543096e+05 3.395564589839624241e+05 2.199714573477129743e+05 4.561403291669793543e+04 7.672326511822561733e+05 5.256183038691701367e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.068972562128925347e+04 -6.294820526016516669e+04 4.993490625980101177e+05 4.522206686768736690e+05 2.709252776916974690e+05 7.026808079917820578e+04 8.258179371846858412e+05 0.000000000000000000e+00 5.546611634179278044e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.775489661161023832e+04 -6.833507668297986675e+04 5.833438668936152244e+05 4.948301357673064340e+05 2.732274547935141600e+05 8.320650735224141681e+04 7.680409923376239603e+05 0.000000000000000000e+00 0.000000000000000000e+00 5.062856297744222684e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.023632249030801177e+04 -6.692758375884317502e+04 5.956790682733643334e+05 4.815015031972029246e+05 2.458775002062758431e+05 8.455975326966757711e+04 6.564903822519923560e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.254008295747789089e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.555015599409785500e+04 -5.421960706035422481e+04 4.714714251297512674e+05 3.540385552458872553e+05 1.711908063785081322e+05 6.472402158487218549e+04 4.427543090258672019e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.808253528459070367e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.244512129584318609e+04 -3.155015872909237078e+04 2.524691169869349978e+05 1.692361732230332273e+05 8.030168626306552324e+04 3.273298262075647290e+04 2.037052078747682681e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.257431838449573552e+05 0.000000000000000000e+00 0.000000000000000000e+00
-1.028577092588036976e+04 -1.370516312097405898e+04 1.019911665885343682e+05 6.126395004855490697e+04 2.886983943044995249e+04 1.251992032898995603e+04 7.223384728758687561e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.347539863459017215e+04 0.000000000000000000e+00
-3.577551354024512420e+03 -4.615343011732647028e+03 3.299813422844084562e+04 1.830392980951110076e+04 8.485566342230988084e+03 3.878370033137838618e+03 2.100104169695870587e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.238433121531104734e+04
