2.343133236357961432e+05 2.534865172653646732e+05 -1.025115280950286193e+06 1.218429683067355654e+05 -1.692224300259151787e+05 -6.274610618844600685e+04 -4.325635453494414687e+05 -1.289213979589151131e+04 -1.366896603317068548e+04 -1.626276468647170623e+04 -1.810749403347402404e+04 -1.876554052210597365e+04 -1.991100179131538971e+04 -2.069548549630135312e+04 -2.141444472281708295e+04 -2.081699549337505596e+04 -1.896345983026855174e+04 -1.619683912153809069e+04 -1.526779236666532415e+04 -1.063382099400478546e+04 -5.350029819290678461e+03
2.534865172653646732e+05 3.046080846833087853e+05 -1.194375025767023442e+06 -9.534678468137481832e+04 -3.095276315139452927e+05 -1.117968702992834878e+05 -8.044942150053133955e+05 -2.733289562397539703e+04 -3.239548594895618953e+04 -3.639269815999375714e+04 -3.870475057814353931e+04 -3.908818093346960086e+04 -3.970216446081837785e+04 -3.961058940863058524e+04 -3.859907145274469804e+04 -3.582672994809812371e+04 -3.115393014432240670e+04 -2.460015579360375341e+04 -2.272936364157666685e+04 -1.503241357324431556e+04 -7.185425039988414028e+03
-1.025115280950286193e+06 -1.194375025767023442e+06 1.166407031685866974e+07 6.488585324727207422e+06 3.354014176897348836e+06 1.216789650697986595e+06 8.762006047318667173e+06 2.047605710557085695e+05 2.911133442468766007e+05 3.529152324298480526e+05 3.991594165090383613e+05 4.282084158048263635e+05 4.525977782383800368e+05 4.659166034324507928e+05 4.533130887367538526e+05 4.200691899886746542e+05 3.592000413508591009e+05 2.577048768139461754e+05 2.391595118071569013e+05 1.445623362052101293e+05 6.116970792728010565e+04
1.218429683067355654e+05 -9.534678468137481832e+04 6.488585324727207422e+06 7.845877950379795395e+06 2.959913706401964184e+06 1.060888061096343212e+06 7.798199136329127476e+06 1.873611589322734799e+05 2.837177819833891699e+05 3.369967401660932228e+05 3.754016900944894878e+05 4.001399728252646746e+05 4.169531187577183591e+05 4.233901249016937800e+05 4.014916391422111774e+05 3.641352688393958379e+05 3.033948195076159318e+05 2.034979368891099002e+05 1.865391571274690214e+05 1.052917846115520515e+05 4.016035105423675850e+04
-1.692224300259151787e+05 -3.095276315139452927e+05 3.354014176897348836e+06 2.959913706401964184e+06 1.425081150322474074e+06 5.033866251436161110e+05 3.739496501397025771e+06 1.200398484644129348e+05 1.696495449448928703e+05 1.907329376361075556e+05 2.028779114095248515e+05 2.079948750190203718e+05 2.076812936274821695e+05 2.024756067241342389e+05 1.851194764189480047e+05 1.629569502880914370e+05 1.329132176196497749e+05 8.845645608699448348e+04 7.836193479710967222e+04 4.451914067238460848e+04 1.745685596394949243e+04
-6.274610618844600685e+04 -1.117968702992834878e+05 1.216789650697986595e+06 1.060888061096343212e+06 5.033866251436161110e+05 1.828422560331578134e+05 1.301311289125788724e+06 2.808306482543837774e+04 4.400183442731806281e+04 5.397503087636591226e+04 6.187381610909167648e+04 6.769732718295781524e+04 7.159035916068901133e+04 7.344644448821079277e+04 7.027350577037286712e+04 6.443944150807462574e+04 5.453712633335617284e+04 3.751458507757113694e+04 3.428041779744742962e+04 2.002531387381497916e+04 8.051406475041021622e+03
-4.325635453494414687e+05 -8.044942150053133955e+05 8.762006047318667173e+06 7.798199136329127476e+06 3.739496501397025771e+06 1.301311289125788724e+06 9.941087846452638507e+06 3.853970079175980645e+05 5.088162504734745598e+05 5.465555440923614660e+05 5.591626998912109993e+05 5.529768307370735565e+05 5.377763816882091342e+05 5.128744666071359534e+05 4.615617019944528583e+05 3.994545886472326820e+05 3.200684445476705441e+05 2.117110770926866971e+05 1.860980425024699944e+05 1.047773165602396912e+05 4.097457289068913087e+04
-1.289213979589151131e+04 -2.733289562397539703e+04 2.047605710557085695e+05 1.873611589322734799e+05 1.200398484644129348e+05 2.808306482543837774e+04 3.853970079175980645e+05 2.448420573606737016e+05 -1.107020409237279779e+02 -1.010227839029519430e+02 -6.748716082963767349e+01 -4.753663347271924522e+01 -3.487578380225504304e+01 -2.601576551694860129e+01 -1.894407727827212184e+01 -1.353666851426446094e+01 -9.160748814275423868e+00 -5.385072275429613420e+00 -4.107135048464686022e+00 -2.177747705367231390e+00 -9.089663983376754519e-01
-1.366896603317068548e+04 -3.239548594895618953e+04 2.911133442468766007e+05 2.837177819833891699e+05 1.696495449448928703e+05 4.400183442731806281e+04 5.088162504734745598e+05 -1.107020409237279779e+02 3.135932845964561566e+05 -1.263300687601545178e+02 -1.160135225277140307e+02 -7.598857129341854488e+01 -5.390594356607364546e+01 -3.945049150880537780e+01 -2.860365041271654718e+01 -2.042977667466001890e+01 -1.391591305418580760e+01 -8.503342281459204344e+00 -6.538079931597721384e+00 -3.654751622445041814e+00 -1.678112130903842703e+00
-1.626276468647170623e+04 -3.639269815999375714e+04 3.529152324298480526e+05 3.369967401660932228e+05 1.907329376361075556e+05 5.397503087636591226e+04 5.465555440923614660e+05 -1.010227839029519430e+02 -1.263300687601545178e+02 3.405004449260475812e+05 -1.190449102159844870e+02 -1.130326274014311565e+02 -7.476111189849996208e+01 -5.280595543846680329e+01 -3.745579708642359407e+01 -2.635970207189274817e+01 -1.777367993784931954e+01 -1.081718936039927925e+01 -8.270827106382350635e+00 -4.629203620386070916e+00 -2.143347833944738046e+00
