2.173406598338000010e-05 -5.214097281350173944e+03 1.579393822420782385e+02
1.571953181750950727e-03 -4.430201619851408395e+03 9.385115472341331042e+03
3.122172297518521419e-03 -3.128477056248373628e+03 1.663380410249362831e+04
4.672391413286091678e-03 -1.811796277902637257e+03 2.222544120657820895e+04
6.222610529053662805e-03 -6.537460491481641611e+02 2.645325985261448659e+04
7.772829644821233931e-03 2.801737616306409109e+02 2.956851731219375142e+04
9.323048760588802455e-03 9.834711015478720810e+02 3.176152520837772681e+04
1.087326787635637358e-02 1.473620246415796373e+03 3.319381552446549176e+04
1.242348699212394471e-02 1.782535721467995700e+03 3.399073223787954339e+04
1.397370610789151583e-02 1.946678017674867988e+03 3.426096591796060966e+04
1.552392522365908696e-02 1.998859547299248334e+03 3.409616667471871187e+04
1.707414433942665982e-02 1.971503026715372016e+03 3.358029984271540889e+04
1.862436345519422748e-02 1.886777265720728792e+03 3.278451045995543245e+04
2.017458257096179861e-02 1.766443039545392594e+03 3.177422762572332795e+04
2.172480168672936973e-02 1.621870817441403688e+03 3.060725192396808416e+04
2.327502080249694086e-02 1.467192968488967608e+03 2.933498821687882810e+04
2.482523991826451198e-02 1.309557115061976901e+03 2.800165601237967348e+04
2.637545903403208311e-02 1.155539453875666595e+03 2.664576003061466326e+04
2.792567814979965424e-02 1.009345880463159688e+03 2.529846016684742062e+04
2.947589726556722536e-02 8.724908467150581828e+02 2.398585901998759800e+04
3.102611638133479649e-02 7.477723481404686936e+02 2.272937954189733500e+04
3.257633549710236415e-02 6.378905969948767734e+02 2.154309578779464937e+04
3.412655461286993874e-02 5.420543245428999626e+02 2.043789050540221069e+04
3.567677372863750640e-02 4.603684713511852920e+02 1.942093827339808922e+04
3.722699284440507406e-02 3.941255147409110009e+02 1.849425565052047386e+04
3.877721196017264865e-02 3.355581345656639201e+02 1.765868603216342308e+04
4.032743107594021631e-02 2.948995250223036919e+02 1.691145152892599071e+04
4.187765019170779091e-02 2.599480920241960575e+02 1.624863034922255611e+04
4.342786930747535856e-02 2.373489236438815055e+02 1.566386048375271275e+04
4.497808842324293316e-02 2.189027117913690574e+02 1.515138788127501539e+04
4.652830753901050082e-02 2.094998065439339143e+02 1.470209170000281847e+04
4.807852665477807541e-02 2.041766958098588702e+02 1.430859760708185058e+04
4.962874577054564307e-02 2.054339101478945793e+02 1.396276879345714042e+04
5.117896488631321072e-02 2.105984639815352466e+02 1.365508325746303854e+04
5.272918400208078532e-02 2.186550657344009210e+02 1.337829996774169194e+04
5.427940311784835298e-02 2.280659593121433204e+02 1.312338772701410744e+04
5.582962223361592757e-02 2.364043537939855639e+02 1.288368895725831317e+04
5.737984134938349523e-02 2.454730374407766078e+02 1.265140857922567011e+04
5.893006046515106983e-02 2.537455640634496490e+02 1.242194513244815607e+04
6.048027958091863748e-02 2.594190062343844261e+02 1.218819579973889631e+04
6.203049869668621208e-02 2.634401455713531846e+02 1.194657931355616893e+04
6.358071781245377974e-02 2.635615711416202771e+02 1.169437629427176034e+04
6.513093692822134739e-02 2.614144492175147434e+02 1.142906371024426699e+04
6.668115604398891505e-02 2.568064160702796812e+02 1.114976842486437636e+04
6.823137515975649658e-02 2.490300748563128934e+02 1.085645017961081248e+04
6.978159427552406424e-02 2.379997167650705876e+02 1.054934004886718685e+04
7.133181339129163190e-02 2.253452806255513394e+02 1.023005215204715205e+04
7.288203250705919956e-02 2.097219722050986377e+02 9.901090596474870836e+03
7.443225162282676721e-02 1.922774948990426083e+02 9.565628343201336975e+03
7.598247073859434875e-02 1.728678661682973825e+02 9.226871679049985687e+03
7.753268985436191640e-02 1.545407508064465389e+02 8.888020246365247658e+03
7.908290897012948406e-02 1.352558522217601364e+02 8.552275526473564241e+03
8.063312808589705172e-02 1.164385851102949374e+02 8.222872336923903276e+03
8.218334720166463325e-02 9.834824784680002097e+01 7.903123481103178165e+03
8.373356631743220091e-02 8.159366393975808762e+01 7.595932206596389733e+03
8.528378543319976857e-02 6.595299154349400794e+01 7.303479666315889517e+03
8.683400454896733622e-02 5.078836752148565381e+01 7.027661497384086033e+03
8.838422366473490388e-02 3.990487273885452879e+01 6.770080868115437625e+03
8.993444278050248542e-02 2.992649955401597950e+01 6.531789248950733054e+03
9.148466189627005307e-02 2.264017548059473128e+01 6.313303467461923901e+03
9.303488101203762073e-02 1.637379302299184758e+01 6.114707361139940076e+03
9.458510012780518839e-02 1.118299394671903535e+01 5.935739540912719349e+03
9.613531924357276992e-02 9.068149487357475280e+00 5.775735995914591513e+03
9.768553835934033758e-02 8.138912932004302547e+00 5.633759060471652447e+03
9.923575747510790523e-02 8.378138649452029796e+00 5.508558477635798226e+03
1.007859765908754729e-01 1.060814495749845499e+01 5.398696776898827920e+03
1.023361957066430405e-01 1.357618643869946240e+01 5.302489185237297534e+03
1.038864148224106221e-01 1.740141792494603834e+01 5.218146517115064853e+03
1.054366339381781897e-01 2.190223690532792133e+01 5.143829207273080101e+03
1.069868530539457574e-01 2.688929916749722437e+01 5.077651653243043256e+03
1.085370721697133251e-01 3.222313844503038638e+01 5.017608427836516967e+03
1.100872912854809066e-01 3.761927905834920693e+01 4.961749749052891275e+03
1.116375104012484742e-01 4.338433248638683182e+01 4.908391119919760968e+03
1.131877295170160419e-01 4.835423633878924221e+01 4.855877616791209221e+03
1.147379486327836096e-01 5.334728851724950260e+01 4.802500107143663627e+03
1.162881677485511772e-01 5.718177762897277461e+01 4.746757426921411025e+03
1.178383868643187588e-01 6.021716274961465842e+01 4.687593486929803476e+03
