284416.9878520494	-1.4910184384130952e6	283289.1163238683	566751.3629874473	-1.9527316289944864e-9	-10370.799374255997	-9931.629246185466	-12122.449381289356	-13735.167177690231	-14263.637584857644	-15494.492015787697	-16440.93134825219	-17829.945379944627	-17989.888305276676	-17096.360146682742	-15988.616344796583	-15523.756821835292	-11744.039305497887	-6868.475996919689
-1.4910184384130952e6	9.607102558963526e6	-1.2414111666048798e6	-2.5135277247517877e6	1.2832639949899173e-8	1632.1411774261078	-15194.074005392073	-9835.608363971713	-4170.491771833143	-1183.6673120731987	6287.687137691831	13298.74208024418	25821.69891369509	33826.57668941016	39525.05006385032	47966.81722394941	48549.90037620246	41302.311293220286	26810.942780867375
283289.1163238683	-1.2414111666048798e6	336754.60311479925	749290.0620209516	-2.156549239600827e-9	-26576.054782534073	-30879.725518521725	-34856.13667318865	-37234.29388756056	-37654.38867993912	-38450.88168678418	-38667.70728187191	-38274.316284573804	-36103.7447681047	-31967.724029140387	-26468.845043710142	-25093.65352342562	-17534.05182827093	-9657.073526860226
566751.3629874473	-2.5135277247517877e6	749290.0620209516	1.9929232031293912e6	-6.5393026448380435e-9	-46040.23003186738	-51963.30551469333	-59301.17541627035	-63922.029058958324	-64916.9033245487	-67036.46268175896	-68106.75712522026	-68747.57059551729	-65925.24171603001	-59542.74395877003	-51458.75011453464	-49279.44261436825	-35756.99768651338	-20586.371342644412
-1.9527316289944864e-9	1.2832639949899173e-8	-2.156549239600827e-9	-6.5393026448380435e-9	1.7437603425783903e-21	2.0674825292014108e-9	-4.56014122955806e-9	-6.794729044302867e-9	-5.295688656133393e-9	-6.788247060865317e-10	7.91946766548656e-9	4.381497162953349e-9	-9.672957561408276e-10	3.950049458282196e-9	1.6532048619689196e-9	-8.546800270815398e-10	2.370414775754516e-10	2.3922737089204716e-10	-3.5297535420654245e-10
-10370.799374255997	1632.1411774261078	-26576.054782534073	-46040.23003186738	2.0674825292014108e-9	260559.66779926958	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-9931.629246185466	-15194.074005392073	-30879.725518521725	-51963.30551469333	-4.56014122955806e-9	0.	329590.1554611746	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-12122.449381289356	-9835.608363971713	-34856.13667318865	-59301.17541627035	-6.794729044302867e-9	0.	0.	360593.2543508533	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-13735.167177690231	-4170.491771833143	-37234.29388756056	-63922.029058958324	-5.295688656133393e-9	0.	0.	0.	363761.88484623993	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-14263.637584857644	-1183.6673120731987	-37654.38867993912	-64916.9033245487	-6.788247060865317e-10	0.	0.	0.	0.	339283.54474481114	0.	0.	0.	0.	0.	0.	0.	0.	0.
-15494.492015787697	6287.687137691831	-38450.88168678418	-67036.46268175896	7.91946766548656e-9	0.	0.	0.	0.	0.	322324.5844424659	0.	0.	0.	0.	0.	0.	0.	0.
-16440.93134825219	13298.74208024418	-38667.70728187191	-68106.75712522026	4.381497162953349e-9	0.	0.	0.	0.	0.	0.	301547.58069133386	0.	0.	0.	0.	0.	0.	0.
-17829.945379944627	25821.69891369509	-38274.316284573804	-68747.57059551729	-9.672957561408276e-10	0.	0.	0.	0.	0.	0.	0.	271500.33169028454	0.	0.	0.	0.	0.	0.
-17989.888305276676	33826.57668941016	-36103.7447681047	-65925.24171603001	3.950049458282196e-9	0.	0.	0.	0.	0.	0.	0.	0.	226854.99845225905	0.	0.	0.	0.	0.
-17096.360146682742	39525.05006385032	-31967.724029140387	-59542.74395877003	1.6532048619689196e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	168945.9266739498	0.	0.	0.	0.
-15988.616344796583	47966.81722394941	-26468.845043710142	-51458.75011453464	-8.546800270815398e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	114480.79887317984	0.	0.	0.
-15523.756821835292	48549.90037620246	-25093.65352342562	-49279.44261436825	2.370414775754516e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	102838.59903236378	0.	0.
-11744.039305497887	41302.311293220286	-17534.05182827093	-35756.99768651338	2.3922737089204716e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	56575.65288064714	0.
-6868.475996919689	26810.942780867375	-9657.073526860226	-20586.371342644412	-3.5297535420654245e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	24707.65941290304
