284139.44265893585	-1.4800916794406888e6	280776.6035848678	561554.8324263731	0.	1.3759415103494193e-9	-10159.31869120579	-9693.271608483381	-11845.8276147665	-13436.90543432172	-13962.060038301846	-15183.417151568327	-16131.591206897861	-17526.743606354456	-17702.10455216765	-16854.598000912367	-15835.232289276548	-15393.955019961317	-11681.101952263702	-6855.613173613309
-1.4800916794406888e6	9.541068959247375e6	-1.2317456589321368e6	-2.4920392831202806e6	0.	-6.476880410830969e-9	1384.2135188869352	-15241.661287843901	-9994.546762332648	-4426.053427916713	-1491.3451472242966	5905.637825917802	12838.811850583945	25270.969690578586	33277.36136264984	39004.01512139998	47550.56889251996	48163.406544580415	41134.411869511445	26788.241515123682
280776.6035848678	-1.2317456589321368e6	334065.5600439096	742821.5671770781	0.	1.3271579257963226e-9	-26307.676343966057	-30542.53017936307	-34482.587317648016	-36844.80716110249	-37267.63676605427	-38072.01921517636	-38303.88191595919	-37944.055968064284	-35818.10184544698	-31742.840474022334	-26335.27348865847	-24981.79720129152	-17491.632591629354	-9659.618341985934
561554.8324263731	-2.4920392831202806e6	742821.5671770781	1.9757331668772388e6	0.	3.2831960896821684e-9	-45498.2621597534	-51278.38098106767	-58533.12770061374	-63142.81603616454	-64141.19678446228	-66237.15786607974	-67330.06035797208	-68024.3281482816	-65243.02409366611	-59014.9298482214	-51118.01281415273	-48952.34696584725	-35622.85109395387	-20570.078904679904
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.3759415103494193e-9	-6.476880410830969e-9	1.3271579257963226e-9	3.2831960896821684e-9	0.	8.668998327811444e-22	-2.3724043961689946e-10	-1.5027422820944372e-9	2.890529762398535e-9	1.997602619468337e-9	-1.5352852774968692e-9	3.1124995245713356e-9	-4.0589820899219344e-10	1.60361966994944e-9	-9.773126363065918e-10	-4.4271949160819055e-9	1.6320033149321258e-9	-1.8710546085787177e-9	1.5617803316776379e-9	-6.471291650824826e-10
-10159.31869120579	1384.2135188869352	-26307.676343966057	-45498.2621597534	0.	-2.3724043961689946e-10	258975.86437417637	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-9693.271608483381	-15241.661287843901	-30542.53017936307	-51278.38098106767	0.	-1.5027422820944372e-9	0.	327134.7256494503	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-11845.8276147665	-9994.546762332648	-34482.587317648016	-58533.12770061374	0.	2.890529762398535e-9	0.	0.	358076.8722116551	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-13436.90543432172	-4426.053427916713	-36844.80716110249	-63142.81603616454	0.	1.997602619468337e-9	0.	0.	0.	361378.95379733446	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-13962.060038301846	-1491.3451472242966	-37267.63676605427	-64141.19678446228	0.	-1.5352852774968692e-9	0.	0.	0.	0.	337136.84291431657	0.	0.	0.	0.	0.	0.	0.	0.	0.
-15183.417151568327	5905.637825917802	-38072.01921517636	-66237.15786607974	0.	3.1124995245713356e-9	0.	0.	0.	0.	0.	320462.5245483429	0.	0.	0.	0.	0.	0.	0.	0.
-16131.591206897861	12838.811850583945	-38303.88191595919	-67330.06035797208	0.	-4.0589820899219344e-10	0.	0.	0.	0.	0.	0.	299965.7246130231	0.	0.	0.	0.	0.	0.	0.
-17526.743606354456	25270.969690578586	-37944.055968064284	-68024.3281482816	0.	1.60361966994944e-9	0.	0.	0.	0.	0.	0.	0.	270335.60635599494	0.	0.	0.	0.	0.	0.
-17702.10455216765	33277.36136264984	-35818.10184544698	-65243.02409366611	0.	-9.773126363065918e-10	0.	0.	0.	0.	0.	0.	0.	0.	226060.01341961676	0.	0.	0.	0.	0.
-16854.598000912367	39004.01512139998	-31742.840474022334	-59014.9298482214	0.	-4.4271949160819055e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	168508.3496879087	0.	0.	0.	0.
-15835.232289276548	47550.56889251996	-26335.27348865847	-51118.01281415273	0.	1.6320033149321258e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	114410.36055006667	0.	0.	0.
-15393.955019961317	48163.406544580415	-24981.79720129152	-48952.34696584725	0.	-1.8710546085787177e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	102823.38066318506	0.	0.
-11681.101952263702	41134.411869511445	-17491.632591629354	-35622.85109395387	0.	1.5617803316776379e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	56664.44678036749	0.
-6855.613173613309	26788.241515123682	-9659.618341985934	-20570.078904679904	0.	-6.471291650824826e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	24796.998894026958
