286146.3040787019	-1.4799999710357937e6	281185.38993549754	561693.216230453	0.	2.4106675389470406e-9	-10154.333772784124	-9687.452714416251	-11838.98477589106	-13429.773249681994	-13954.905637834356	-15180.643767634298	-16128.706671940019	-17529.59343004155	-17706.364267574503	-16859.999123685582	-15832.423695769263	-15390.850561807378	-11666.88288657339	-6928.05603659489
-1.4799999710357937e6	9.54087393666777e6	-1.2317292107686992e6	-2.491951858208357e6	0.	-1.1340651849523264e-8	1390.8536918573873	-15232.128199282653	-9985.16207953337	-4416.395380549863	-1484.4705772352581	5913.034349953202	12846.875449455694	25273.60762835308	33262.69378169309	38997.85455501464	47507.465760705	48140.18070451202	41116.61612153833	26771.257890211316
281185.38993549754	-1.2317292107686992e6	334068.25577914435	742707.6953290843	0.	2.5075864522135367e-9	-26307.67734665795	-30542.633369559764	-34484.65994347527	-36847.23388398085	-37267.65863417423	-38071.9892574941	-38303.80353500189	-37943.88778517215	-35817.88331133843	-31742.58898089944	-26334.90138834902	-24981.396597621228	-17491.15502338661	-9662.730435466852
561693.216230453	-2.491951858208357e6	742707.6953290843	1.975769886083913e6	0.	6.038039327021583e-9	-45476.51539173697	-51277.240212866745	-58531.93736667319	-63111.80881062848	-64106.330264878525	-66202.2401874903	-67293.90875296216	-67993.0331865093	-65252.27531414472	-58992.160755113524	-51096.56884089643	-48965.41653901079	-35610.14944888626	-20551.83202348341
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
2.4106675389470406e-9	-1.1340651849523264e-8	2.5075864522135367e-9	6.038039327021583e-9	0.	8.738790453037678e-22	-2.1407865235682514e-9	7.081780219163038e-10	-5.303272578610531e-10	2.3316477413525633e-9	-9.774168870603013e-11	1.7007227266193646e-9	-1.7099055523297467e-9	2.440744574856249e-10	2.4746403697301346e-9	-2.626716232465242e-9	1.2352641692112162e-9	-1.758238459319478e-9	1.1838932868257892e-9	-5.357651704312827e-10
-10154.333772784124	1390.8536918573873	-26307.67734665795	-45476.51539173697	0.	-2.1407865235682514e-9	258975.914289345	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-9687.452714416251	-15232.128199282653	-30542.633369559764	-51277.240212866745	0.	7.081780219163038e-10	0.	327134.5039488677	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-11838.98477589106	-9985.16207953337	-34484.65994347527	-58531.93736667319	0.	-5.303272578610531e-10	0.	0.	358076.72149855027	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-13429.773249681994	-4416.395380549863	-36847.23388398085	-63111.80881062848	0.	2.3316477413525633e-9	0.	0.	0.	361378.9116817267	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-13954.905637834356	-1484.4705772352581	-37267.65863417423	-64106.330264878525	0.	-9.774168870603013e-11	0.	0.	0.	0.	337136.8553564418	0.	0.	0.	0.	0.	0.	0.	0.	0.
-15180.643767634298	5913.034349953202	-38071.9892574941	-66202.2401874903	0.	1.7007227266193646e-9	0.	0.	0.	0.	0.	320462.63010098	0.	0.	0.	0.	0.	0.	0.	0.
-16128.706671940019	12846.875449455694	-38303.80353500189	-67293.90875296216	0.	-1.7099055523297467e-9	0.	0.	0.	0.	0.	0.	299965.8840433905	0.	0.	0.	0.	0.	0.	0.
-17529.59343004155	25273.60762835308	-37943.88778517215	-67993.0331865093	0.	2.440744574856249e-10	0.	0.	0.	0.	0.	0.	0.	270335.8004510778	0.	0.	0.	0.	0.	0.
-17706.364267574503	33262.69378169309	-35817.88331133843	-65252.27531414472	0.	2.4746403697301346e-9	0.	0.	0.	0.	0.	0.	0.	0.	226060.11098549832	0.	0.	0.	0.	0.
-16859.999123685582	38997.85455501464	-31742.58898089944	-58992.160755113524	0.	-2.626716232465242e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	168508.2950019084	0.	0.	0.	0.
-15832.423695769263	47507.465760705	-26334.90138834902	-51096.56884089643	0.	1.2352641692112162e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	114406.2751972419	0.	0.	0.
-15390.850561807378	48140.18070451202	-24981.396597621228	-48965.41653901079	0.	-1.758238459319478e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	102818.89455650841	0.	0.
-11666.88288657339	41116.61612153833	-17491.15502338661	-35610.14944888626	0.	1.1838932868257892e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	56661.50016564304	0.
-6928.05603659489	26771.257890211316	-9662.730435466852	-20551.83202348341	0.	-5.357651704312827e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	24797.421779666965
