2.173406598338000010e-05 7.283947358983603237e+01 7.180386064768639187e+01 1.579393822420782669e+02
2.041716550165366233e-03 -3.073377455035547246e+04 -3.033147048213575545e+04 1.177504527128056907e+04
4.061699034347352431e-03 -1.028220502801065741e+05 -1.014677949507514859e+05 2.020094803220712492e+04
6.081681518529338630e-03 -1.837299493196886906e+05 -1.812263017710706335e+05 2.611799465931016312e+04
8.101664002711323961e-03 -2.606456419653592457e+05 -2.570387003395913343e+05 3.010516074880836095e+04
1.012164648689331016e-02 -3.200066460881196545e+05 -3.152883559346292168e+05 3.258669785241286081e+04
1.214162897107529636e-02 -3.670967411365401349e+05 -3.615399170898480224e+05 3.388679606937305653e+04
1.416161145525728256e-02 -3.960510186676813173e+05 -3.899134359733567107e+05 3.426082071504236228e+04
1.618159393943927049e-02 -4.148617768392452272e+05 -4.086345793456023675e+05 3.391548560379444825e+04
1.820157642362125669e-02 -4.270034588744284702e+05 -4.206554566541620297e+05 3.302537417849912163e+04
2.022155890780324289e-02 -4.309367427913466236e+05 -4.245371566535550519e+05 3.174095042587507123e+04
2.224154139198522909e-02 -4.284780670776630286e+05 -4.221373918533389224e+05 3.019246165042833309e+04
2.426152387616721529e-02 -4.202707937584365136e+05 -4.140340063683076296e+05 2.849096483020993401e+04
2.628150636034920148e-02 -4.077743305124937906e+05 -4.017103216427263687e+05 2.672767742027859640e+04
2.830148884453118768e-02 -3.923226146934632561e+05 -3.864461826264110859e+05 2.497619010804224672e+04
3.032147132871317388e-02 -3.752482881315742270e+05 -3.696122675680250395e+05 2.329242394954118572e+04
3.234145381289516008e-02 -3.576945841627975460e+05 -3.523154613398526562e+05 2.171748269077506484e+04
3.436143629707714975e-02 -3.402390745751022478e+05 -3.350866078923479072e+05 2.027799880275273608e+04
3.638141878125913248e-02 -3.239865512820030563e+05 -3.190755121034902986e+05 1.898830110530280581e+04
3.840140126544111521e-02 -3.089985368038340821e+05 -3.042603530251628836e+05 1.785290703508817751e+04
4.042138374962310488e-02 -2.952791987578290864e+05 -2.907485848791417666e+05 1.686893848084303318e+04
4.244136623380509454e-02 -2.831259890327446628e+05 -2.787400222813569708e+05 1.602726527895613435e+04
4.446134871798707727e-02 -2.724959165628448245e+05 -2.682339356654473813e+05 1.531442512113892008e+04
4.648133120216906000e-02 -2.631511295167152421e+05 -2.590355874512222654e+05 1.471477867835635334e+04
4.850131368635104967e-02 -2.548199711660169123e+05 -2.507904472014957864e+05 1.421010200333458488e+04
5.052129617053303934e-02 -2.472694425104492693e+05 -2.433579619101079588e+05 1.378136077463623405e+04
5.254127865471502207e-02 -2.402979639198633668e+05 -2.364358884503309091e+05 1.341050553943081468e+04
5.456126113889700480e-02 -2.335329384998837195e+05 -2.297785247709853866e+05 1.307876911355606171e+04
5.658124362307899446e-02 -2.267129928963604907e+05 -2.230511331705469929e+05 1.277031604666099520e+04
5.860122610726098413e-02 -2.193476438070123841e+05 -2.157618865760494082e+05 1.247076066206658834e+04
6.062120859144296686e-02 -2.115175577669153863e+05 -2.080746553568038507e+05 1.216659384527557086e+04
6.264119107562494959e-02 -2.030641105495631055e+05 -1.996885701782353863e+05 1.184864287857968702e+04
6.466117355980693926e-02 -1.936273295241013693e+05 -1.903563449008928728e+05 1.151093649634623216e+04
6.668115604398892893e-02 -1.833565325107212411e+05 -1.802262433155227336e+05 1.114976842486437636e+04
6.870113852817091860e-02 -1.723073743190186215e+05 -1.693209999014235218e+05 1.076479235833541134e+04
7.072112101235289439e-02 -1.564113216973751842e+05 -1.536306433656934532e+05 1.035715302726746086e+04
7.274110349653488405e-02 -1.485456906168801652e+05 -1.459012244541800465e+05 9.931313150405369015e+03
7.476108598071687372e-02 -1.357071571812267939e+05 -1.332261993451829476e+05 9.493938140879452476e+03
7.678106846489884951e-02 -1.229419717869986489e+05 -1.206466308195282327e+05 9.052121793474971128e+03
7.880105094908083918e-02 -1.097062779709987371e+05 -1.076334042095170880e+05 8.612944546158263620e+03
8.082103343326282885e-02 -9.647389991810999345e+04 -9.457010811419363017e+04 8.183534772164331116e+03
