8.000000000000000167e-03 1.955154978776377902e+04 -5.088269999163641478e+05 2.994336246499846675e+04
9.939393939393938865e-03 2.439906817901329850e+04 -6.413485405976379989e+05 3.241384215913546723e+04
1.187878787878787930e-02 2.844385407196259257e+04 -7.548005289998928783e+05 3.377458552051422157e+04
1.381818181818181800e-02 3.161312251213113268e+04 -8.465321663720814977e+05 3.425297358270888071e+04
1.575757575757575843e-02 3.392476116385991918e+04 -9.161733315560723422e+05 3.403879944238819735e+04
1.769696969696969713e-02 3.538484561456676602e+04 -9.642883354353612522e+05 3.328914179863261961e+04
1.963636363636363583e-02 3.616677259383792261e+04 -9.929380068894742290e+05 3.214610953863118630e+04
2.157575757575757452e-02 3.623889997584844241e+04 -1.004399728271141066e+06 3.072519447721263714e+04
2.351515151515151669e-02 3.588637716582552821e+04 -1.001664022377201705e+06 2.913138790941666230e+04
2.545454545454545539e-02 3.507099378331068147e+04 -9.876431226709557232e+05 2.745170182353136261e+04
2.739393939393939409e-02 3.397171491068827891e+04 -9.654387801094831666e+05 2.575774096540989558e+04
2.933333333333333279e-02 3.277505885261018557e+04 -9.376324911970657995e+05 2.410435359668042656e+04
3.127272727272727149e-02 3.150473224394107456e+04 -9.067996150320995366e+05 2.253529605777079632e+04
3.321212121212120671e-02 3.008312622113346151e+04 -8.748596282695767004e+05 2.107954137099570289e+04
3.515151515151515582e-02 2.877447217848697619e+04 -8.435513066938373959e+05 1.975522538851900754e+04
3.709090909090909105e-02 2.769742957147261041e+04 -8.139907504167007282e+05 1.857203821690441691e+04
3.903030303030302628e-02 2.652166669216316950e+04 -7.871333051948315697e+05 1.753071262057209242e+04
4.096969696969696845e-02 2.530660255031453926e+04 -7.633671599825341254e+05 1.662690094322328150e+04
4.290909090909091061e-02 2.445594002273447404e+04 -7.430022020340074087e+05 1.585136646972404014e+04
4.484848484848484584e-02 2.379856646535587060e+04 -7.257852454198525520e+05 1.519161996276240279e+04
4.678787878787878801e-02 2.322414460418636736e+04 -7.116982013830267824e+05 1.463276861774023382e+04
