2.173406598338000010e-05 -8.343235584093832281e-05
7.106397878460220339e-04 1.659066114014545637e-04
1.399545509708664034e-03 3.715292742074615870e-04
2.088451231571306251e-03 5.026701147471379898e-04
2.777356953433948034e-03 5.696597746075732086e-04
3.466262675296589817e-03 5.987896232014235879e-04
4.155168397159232467e-03 5.974391044594585089e-04
4.844074119021874250e-03 5.746472353636667774e-04
5.532979840884516033e-03 5.363778284858491431e-04
6.221885562747157816e-03 4.858040729286456521e-04
6.910791284609799599e-03 4.271500697795518214e-04
7.599697006472442250e-03 3.619481287853381453e-04
8.288602728335084033e-03 2.927294610122268019e-04
8.977508450197724948e-03 2.209489367285331191e-04
9.666414172060367599e-03 1.475866309100455675e-04
1.035531989392300851e-02 7.403165342088521264e-05
1.104422561578565117e-02 7.678638512491510770e-07
1.173313133764829382e-02 -7.127192812536268650e-05
1.242203705951093473e-02 -1.416048615756210498e-04
1.311094278137357738e-02 -2.097810763612934577e-04
1.379984850323621830e-02 -2.753204709527717485e-04
1.448875422509886095e-02 -3.379647801779204282e-04
1.517765994696150360e-02 -3.973170637663089692e-04
1.586656566882414798e-02 -4.534273053351064358e-04
1.655547139068679063e-02 -5.058930666867103966e-04
1.724437711254942981e-02 -5.546648910971329997e-04
1.793328283441207247e-02 -5.996824614882915192e-04
1.862218855627471512e-02 -6.407858152309345691e-04
1.931109427813735777e-02 -6.780966803068036149e-04
2.000000000000000042e-02 -7.115463790271662819e-04
2.275862068965517349e-02 -8.076478022931996362e-04
2.551724137931034656e-02 -8.479135146108248170e-04
2.827586206896551962e-02 -8.414067921803029641e-04
3.103448275862068922e-02 -7.990245058275388841e-04
3.379310344827586576e-02 -7.322927911481271011e-04
3.655172413793103536e-02 -6.517877359088070088e-04
3.931034482758620496e-02 -5.666982781161927557e-04
4.206896551724138150e-02 -4.843474356307846899e-04
4.482758620689655804e-02 -4.101424633452618483e-04
4.758620689655172764e-02 -3.475964507983170075e-04
5.034482758620689724e-02 -2.986728590151686109e-04
5.310344827586206684e-02 -2.637842466475970207e-04
5.586206896551725032e-02 -2.422024970623019998e-04
5.862068965517241992e-02 -2.320648277360200045e-04
6.137931034482758952e-02 -2.309792467170455009e-04
6.413793103448275912e-02 -2.357899574405197449e-04
6.689655172413792872e-02 -2.434789901714478884e-04
6.965517241379311220e-02 -2.512016163819634235e-04
7.241379310344828180e-02 -2.564515608946641443e-04
7.517241379310345140e-02 -2.574131283071165693e-04
7.793103448275862100e-02 -2.532346005547348160e-04
8.068965517241380447e-02 -2.436929491584901100e-04
8.344827586206897407e-02 -2.291945335702327575e-04
8.620689655172414367e-02 -2.107364154555239292e-04
8.896551724137931327e-02 -1.895581409649207429e-04
9.172413793103449675e-02 -1.670666175020947889e-04
9.448275862068966635e-02 -1.446315592293437866e-04
9.724137931034483595e-02 -1.234751539946460613e-04
1.000000000000000056e-01 -1.046048360142171128e-04
1.040000000000000091e-01 -8.275724072410139932e-05
1.080000000000000127e-01 -6.843063623771205835e-05
1.120000000000000023e-01 -6.158608067473790267e-05
1.160000000000000059e-01 -6.112406985834009340e-05
1.200000000000000094e-01 -6.498014638797718426e-05
1.239999999999999991e-01 -7.076671923632537025e-05
1.280000000000000027e-01 -7.607550272737289329e-05
1.320000000000000062e-01 -7.908369810413732486e-05
1.360000000000000098e-01 -7.875169488944065851e-05
1.400000000000000133e-01 -7.491919927241556365e-05
1.440000000000000169e-01 -6.814104455996960270e-05
1.480000000000000204e-01 -5.945296540697462396e-05
1.520000000000000240e-01 -5.008137238753673803e-05
1.559999999999999998e-01 -4.117915178129219912e-05
1.600000000000000033e-01 -3.369991934431093534e-05
1.640000000000000069e-01 -2.822969073034187451e-05
1.680000000000000104e-01 -2.497136014327184194e-05
1.720000000000000140e-01 -2.382994687586863843e-05
1.759999999999999898e-01 -2.443955285007977995e-05
1.799999999999999933e-01 -2.612933109916116677e-05
1.839999999999999969e-01 -2.813502991828617208e-05
1.880000000000000004e-01 -2.978364297171209963e-05
1.920000000000000040e-01 -3.055701666412158579e-05
1.960000000000000075e-01 -3.024187225921277927e-05
2.000000000000000111e-01 -2.886885156972878358e-05
2.041666666666666630e-01 -2.653265443372450314e-05
2.083333333333333426e-01 -2.362872553398725735e-05
2.125000000000000222e-01 -2.053897471934556284e-05
2.166666666666666741e-01 -1.763756925373344972e-05
2.208333333333333259e-01 -1.523537870849111321e-05
2.250000000000000056e-01 -1.351891691462538265e-05
2.291666666666666852e-01 -1.255880138698649066e-05
2.333333333333333370e-01 -1.227516323921567150e-05
2.374999999999999889e-01 -1.248116664018793050e-05
2.416666666666666685e-01 -1.294714979621946867e-05
2.458333333333333481e-01 -1.343661082877038845e-05
2.500000000000000000e-01 -1.376152433376859891e-05
2.541666666666666519e-01 -1.377918676844152567e-05
2.583333333333333037e-01 -1.343609126988977124e-05
2.625000000000000111e-01 -1.274331014017550562e-05
2.666666666666666630e-01 -1.180271285216541380e-05
2.708333333333333148e-01 -1.073860515742154199e-05
2.750000000000000222e-01 -9.686325685318390168e-06
2.791666666666666741e-01 -8.754241118849458264e-06
2.833333333333333259e-01 -8.017467946857203569e-06
2.874999999999999778e-01 -7.497000114448758645e-06
2.916666666666666297e-01 -7.196400858829911634e-06
2.958333333333333370e-01 -7.081076093609732695e-06
2.999999999999999889e-01 -7.091278869202021257e-06
3.090909090909090828e-01 -7.201747190945920962e-06
3.181818181818181768e-01 -6.970573449594116902e-06
3.272727272727272707e-01 -6.301558054458372339e-06
3.363636363636363646e-01 -5.448104649344368667e-06
3.454545454545454586e-01 -4.767900448098653559e-06
3.545454545454545525e-01 -4.414051633993548475e-06
3.636363636363636465e-01 -4.269599759864989446e-06
3.727272727272727404e-01 -4.151466528518427046e-06
3.818181818181818343e-01 -3.931480783329594739e-06
3.909090909090909283e-01 -3.609891975346569623e-06
4.000000000000000222e-01 -3.276567143018998979e-06
4.111111111111111494e-01 -2.946665220127770824e-06
4.222222222222222210e-01 -2.749782333077703510e-06
4.333333333333333481e-01 -2.617947584336372650e-06
4.444444444444444753e-01 -2.464277514512103225e-06
4.555555555555555469e-01 -2.260501424761494348e-06
4.666666666666666741e-01 -2.069600524714936728e-06
4.777777777777777457e-01 -1.934667806459962800e-06
4.888888888888888729e-01 -1.829486058626979558e-06
5.000000000000000000e-01 -1.732611561536615541e-06
