2.173406598338000010e-05 1.259161971429165533e+03 -2.469580699283107208e+02
1.571953181750950727e-03 4.875470586292480561e+02 -1.417534122126965485e+04
3.122172297518521419e-03 -7.081246456703590866e+02 -2.383179515244219874e+04
4.672391413286091678e-03 -1.815658601549132754e+03 -3.015766076930941563e+04
6.222610529053662805e-03 -2.696989944305159952e+03 -3.403885116385477886e+04
7.772829644821233931e-03 -3.325258818276192869e+03 -3.615498500797479210e+04
9.323048760588802455e-03 -3.717434778367068702e+03 -3.696811772611268680e+04
1.087326787635637358e-02 -3.906253262573515713e+03 -3.690035381877385953e+04
1.242348699212394471e-02 -3.929628533490987138e+03 -3.615931403625196253e+04
1.397370610789151583e-02 -3.825250054614027704e+03 -3.494414187027879962e+04
1.552392522365908696e-02 -3.630059551390203069e+03 -3.334987697672261129e+04
1.707414433942665982e-02 -3.370015027345753879e+03 -3.159309615641186610e+04
1.862436345519422748e-02 -3.071246699524960150e+03 -2.963356806344806682e+04
2.017458257096179861e-02 -2.752551809281133501e+03 -2.763614530545402158e+04
2.172480168672936973e-02 -2.430643106674143382e+03 -2.562949302501970305e+04
2.327502080249694086e-02 -2.116807345331041233e+03 -2.362892491619078282e+04
2.482523991826451198e-02 -1.817576083268796310e+03 -2.166669330085850379e+04
2.637545903403208311e-02 -1.540713834303663134e+03 -1.980221879823927520e+04
2.792567814979965424e-02 -1.287581221459304516e+03 -1.801615066949281390e+04
2.947589726556722536e-02 -1.060035418793438112e+03 -1.631549314582463194e+04
3.102611638133479649e-02 -8.574604197461251260e+02 -1.475001003094621592e+04
3.257633549710236415e-02 -6.800778962405654511e+02 -1.329503564660626762e+04
3.412655461286993874e-02 -5.263766189925265735e+02 -1.194651492690623309e+04
3.567677372863750640e-02 -3.936743963169006975e+02 -1.072868199099511548e+04
3.722699284440507406e-02 -2.800720328353477271e+02 -9.612717372309514758e+03
3.877721196017264865e-02 -1.848374071404317078e+02 -8.618971690280453913e+03
4.032743107594021631e-02 -1.051370554833376474e+02 -7.727584740956012865e+03
4.187765019170779091e-02 -4.043637502171107911e+01 -6.942214666636660695e+03
4.342786930747535856e-02 1.123332581979442857e+01 -6.251715388815683582e+03
4.497808842324293316e-02 5.177330749785043196e+01 -5.666818779310753598e+03
4.652830753901050082e-02 8.111696487366452857e+01 -5.136195778335042633e+03
4.807852665477807541e-02 1.001352877307721201e+02 -4.713552944571911212e+03
4.962874577054564307e-02 1.117181473138599301e+02 -4.342756892338305988e+03
5.117896488631321072e-02 1.154675747831886810e+02 -4.044727832956336442e+03
5.272918400208078532e-02 1.117946140181234256e+02 -3.814665572165333288e+03
5.427940311784835298e-02 1.029744036252176613e+02 -3.615367597981666222e+03
5.582962223361592757e-02 8.740763311353319409e+01 -3.497278554577254454e+03
5.737984134938349523e-02 6.804419238670037373e+01 -3.386682764743931330e+03
5.893006046515106983e-02 4.375474050281064109e+01 -3.335942784323206070e+03
6.048027958091863748e-02 1.629213599406211443e+01 -3.311792714563082882e+03
6.203049869668621208e-02 -1.130415922590365341e+01 -3.291846386856897880e+03
6.358071781245377974e-02 -3.940970792880281692e+01 -3.280979716209133585e+03
6.513093692822134739e-02 -6.878808111917082613e+01 -3.287972265514976698e+03
6.668115604398891505e-02 -9.717177322403149731e+01 -3.304741246832193610e+03
6.823137515975649658e-02 -1.223978877608401348e+02 -3.302646132481857876e+03
6.978159427552406424e-02 -1.442920226392228642e+02 -3.288225802201071019e+03
7.133181339129163190e-02 -1.614775183824079647e+02 -3.262043540224242861e+03
7.288203250705919956e-02 -1.730865023943198366e+02 -3.202334418858300069e+03
7.443225162282676721e-02 -1.798129556900681507e+02 -3.120473604999461259e+03
7.598247073859434875e-02 -1.829486408636722956e+02 -3.028016964265372735e+03
7.753268985436191640e-02 -1.817086603578548534e+02 -2.918900447484962569e+03
7.908290897012948406e-02 -1.757769268118481989e+02 -2.785562812282435061e+03
8.063312808589705172e-02 -1.649513800155989713e+02 -2.623320066055688130e+03
8.218334720166463325e-02 -1.499746448293966807e+02 -2.442328173011858325e+03
8.373356631743220091e-02 -1.323730427466702793e+02 -2.253711598459718061e+03
8.528378543319976857e-02 -1.127215768520522658e+02 -2.055425658224392009e+03
8.683400454896733622e-02 -9.026806477137670015e+01 -1.843709885951501064e+03
8.838422366473490388e-02 -6.683808929748624905e+01 -1.626556178843245789e+03
8.993444278050248542e-02 -4.258748933916189117e+01 -1.408780736631494392e+03
9.148466189627005307e-02 -1.906369659331820898e+01 -1.195046741462495902e+03
9.303488101203762073e-02 4.769231833159198963e+00 -9.867192495852406182e+02
9.458510012780518839e-02 2.499052855961674879e+01 -7.883233795595559741e+02
9.613531924357276992e-02 4.746259591361734920e+01 -6.007184603191230963e+02
9.768553835934033758e-02 6.649429937321947648e+01 -4.269264582542183462e+02
9.923575747510790523e-02 8.316005142204951994e+01 -2.678186462134623298e+02
1.007859765908754729e-01 9.803791682284870035e+01 -1.270671743414346935e+02
