2.173406598338000010e-05 3.434609490775888396e-01 8.843986285398000580e-02
1.287281736034223299e-03 8.670005196584298801e+02 8.210404615179397751e+02
2.552829406085066564e-03 2.276325655849824670e+03 1.950546338881781594e+03
3.818377076135909612e-03 3.570153945542600013e+03 2.818188383277251887e+03
5.083924746186753094e-03 4.467458377937713522e+03 3.287864065542624758e+03
6.349472416237596575e-03 4.874207080966060857e+03 3.376921676797345754e+03
7.615020086288439190e-03 4.802540685692536499e+03 3.157873799482212689e+03
8.880567756339281804e-03 4.332850134333171809e+03 2.727068029937334813e+03
1.014611542639012529e-02 3.575321799307198944e+03 2.178961754285659481e+03
1.141166309644096877e-02 2.637975148658517810e+03 1.588703332157460409e+03
1.267721076649181225e-02 1.617135983993185846e+03 1.012023660632434144e+03
1.394275843654265573e-02 5.848253073018265695e+02 4.819720138389217254e+02
1.520830610659349748e-02 -4.087967059388334405e+02 1.442486068638179120e+01
1.647385377664434269e-02 -1.338045386519277372e+03 -3.889888921262168537e+02
1.773940144669518618e-02 -2.185036070788607503e+03 -7.283240017308025926e+02
1.900494911674602966e-02 -2.943470138114213114e+03 -1.011228597986445038e+03
2.027049678679687314e-02 -3.610410813312820665e+03 -1.244379198989506449e+03
2.153604445684771662e-02 -4.185604025367374561e+03 -1.430408538674694910e+03
2.280159212689856010e-02 -4.661864345638316991e+03 -1.569546443389437854e+03
2.406713979694940359e-02 -5.043710577555901182e+03 -1.666989702813092890e+03
2.533268746700024707e-02 -5.330978477786944495e+03 -1.726313638782654607e+03
2.659823513705109055e-02 -5.527580368275171168e+03 -1.747610781353411994e+03
2.786378280710193403e-02 -5.639857259472691112e+03 -1.737220764590541194e+03
2.912933047715277751e-02 -5.673710872890384962e+03 -1.698004240009160412e+03
3.039487814720361752e-02 -5.637306072791810948e+03 -1.633954327135463927e+03
3.166042581725446448e-02 -5.541808727067541440e+03 -1.552834889547644934e+03
3.292597348730530449e-02 -5.392253767347408029e+03 -1.455302418431473825e+03
3.419152115735615144e-02 -5.196930074601835258e+03 -1.344095896302325855e+03
3.545706882740699145e-02 -4.962005229877487182e+03 -1.222750145658592146e+03
3.672261649745783840e-02 -4.696836585465414828e+03 -1.095053813949296455e+03
3.798816416750867841e-02 -4.406605001804598942e+03 -9.632225410275993909e+02
3.925371183755952537e-02 -4.098527106147280392e+03 -8.273591617345919076e+02
4.051925950761036538e-02 -3.780740935556454588e+03 -6.925121496179621090e+02
4.178480717766120539e-02 -3.459719660841462428e+03 -5.591346588623961225e+02
4.305035484771205234e-02 -3.143527376307513805e+03 -4.318204000630697692e+02
4.431590251776289235e-02 -2.837682106362090053e+03 -3.120241702344244459e+02
4.558145018781373931e-02 -2.549754437527588379e+03 -2.017747119860031830e+02
4.684699785786457932e-02 -2.280677679889965475e+03 -9.818313372210390355e+01
