4.203041657117691357e+05 -2.519930709632481914e+06 5.654214725035657175e+05 3.591172559861147311e+06 1.154838184172258014e+06 3.693781456606561551e+05 5.411878290779995732e+05 4.222061800423558452e+05 5.134296684194421396e+05 3.778093220471594832e+05 2.240928889383559290e+05 7.198088210272150172e+04 2.909821111806220415e+03 -6.478938787009074986e+03
-2.519930709632481914e+06 1.742325395219734311e+07 -3.015452585741646122e+06 -1.945970434860468283e+07 -6.335530015773272142e+06 -2.029611685146250995e+06 -2.974855258547706064e+06 -2.300713303747278638e+06 -2.800327346993905958e+06 -2.078040100328690372e+06 -1.245945262511212379e+06 -4.068959598450995400e+05 -1.651619605685625720e+04 3.877944510877984430e+04
5.654214725035657175e+05 -3.015452585741646122e+06 8.721208313536508940e+05 5.572662621326950379e+06 1.732857570811807876e+06 5.531368610022910871e+05 8.100324749899840681e+05 6.388423334085942479e+05 7.760185082207664382e+05 5.651405753974161344e+05 3.309313890601220774e+05 1.040256161076478165e+05 3.999747632959175007e+03 -8.920402185229879251e+03
3.591172559861147311e+06 -1.945970434860468283e+07 5.572662621326950379e+06 6.799154864925166965e+07 2.629370133092977852e+07 9.047783924248600379e+06 1.284788125350533240e+07 6.333325164187707938e+06 8.895687193737450987e+06 8.212556932602446526e+06 6.444869343563391827e+06 3.536098791771349963e+06 1.344247757628476247e+06 3.309893893036997179e+05
1.154838184172258014e+06 -6.335530015773272142e+06 1.732857570811807876e+06 2.629370133092977852e+07 1.128460716325786710e+07 3.890994287947029341e+06 5.627178903929994442e+06 2.866577926994490437e+06 3.986507781006621197e+06 3.611435138798716012e+06 2.763325155290825758e+06 1.494949846843725536e+06 5.688406921342385467e+05 1.419942906495222123e+05
3.693781456606561551e+05 -2.029611685146250995e+06 5.531368610022910871e+05 9.047783924248600379e+06 3.890994287947029341e+06 1.383814211284314515e+06 1.976973911641641054e+06 7.249460790189297404e+05 1.210007034733954351e+06 1.258008537907270249e+06 1.072921677722331835e+06 6.335487892743352568e+05 2.591385447424411250e+05 6.873283347855220200e+04
5.411878290779995732e+05 -2.974855258547706064e+06 8.100324749899840681e+05 1.284788125350533240e+07 5.627178903929994442e+06 1.976973911641641054e+06 2.867472719529783353e+06 1.204552153974871617e+06 1.897793361956253648e+06 1.846932740195516963e+06 1.483607273627829738e+06 8.311961963172763353e+05 3.248259969211792341e+05 8.280216280412023480e+04
4.222061800423558452e+05 -2.300713303747278638e+06 6.388423334085942479e+05 6.333325164187707938e+06 2.866577926994490437e+06 7.249460790189297404e+05 1.204552153974871617e+06 4.850154041766243987e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.134296684194421396e+05 -2.800327346993905958e+06 7.760185082207664382e+05 8.895687193737450987e+06 3.986507781006621197e+06 1.210007034733954351e+06 1.897793361956253648e+06 0.000000000000000000e+00 5.906636493732805364e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.778093220471594832e+05 -2.078040100328690372e+06 5.651405753974161344e+05 8.212556932602446526e+06 3.611435138798716012e+06 1.258008537907270249e+06 1.846932740195516963e+06 0.000000000000000000e+00 0.000000000000000000e+00 4.865045077806852758e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.240928889383559290e+05 -1.245945262511212379e+06 3.309313890601220774e+05 6.444869343563391827e+06 2.763325155290825758e+06 1.072921677722331835e+06 1.483607273627829738e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.468410622313007247e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.198088210272150172e+04 -4.068959598450995400e+05 1.040256161076478165e+05 3.536098791771349963e+06 1.494949846843725536e+06 6.335487892743352568e+05 8.311961963172763353e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.773358857083224924e+06 0.000000000000000000e+00 0.000000000000000000e+00
2.909821111806220415e+03 -1.651619605685625720e+04 3.999747632959175007e+03 1.344247757628476247e+06 5.688406921342385467e+05 2.591385447424411250e+05 3.248259969211792341e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.439056363430445781e+05 0.000000000000000000e+00
-6.478938787009074986e+03 3.877944510877984430e+04 -8.920402185229879251e+03 3.309893893036997179e+05 1.419942906495222123e+05 6.873283347855220200e+04 8.280216280412023480e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.543407173669843469e+05
